node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
CANONICAL_ENTITY:GENEVA_CO_CHAIRMEN,GENEVA CO-CHAIRMEN,CanonicalEntity,Other,Geneva co-chairmen,normalized_label,1.0,
CANONICAL_ENTITY:GENNADY_VORONOV,GENNADY VORONOV,CanonicalEntity,Person,Gennady Voronov,normalized_label,2.0,
CANONICAL_ENTITY:GEORGIA,GEORGIA,CanonicalEntity,Location,Georgia,normalized_label,1.0,
CANONICAL_ENTITY:GERMANY,GERMANY,CanonicalEntity,Country,Germany,normalized_label,1.0,
CANONICAL_ENTITY:GERMAN_DEMOCRATIC_UNION,GERMAN DEMOCRATIC UNION,CanonicalEntity,PoliticalGroup,German Democratic Union,normalized_label,1.0,
CANONICAL_ENTITY:GERMAN_FOREIGN_MINISTRY,GERMAN FOREIGN MINISTRY,CanonicalEntity,Government,German Foreign Ministry,normalized_label,1.0,
CANONICAL_ENTITY:GHANA,GHANA,CanonicalEntity,Country,Ghana,normalized_label,12.0,
CANONICAL_ENTITY:GHANAIAN_UN_TROOPS,GHANAIAN UN TROOPS,CanonicalEntity,Military,Ghanaian UN troops,normalized_label,1.0,
CANONICAL_ENTITY:GIOVANNI_MALAGODI,GIOVANNI MALAGODI,CanonicalEntity,Person,Giovanni Malagodi,normalized_label,1.0,
CANONICAL_ENTITY:GIZENGA,GIZENGA,CanonicalEntity,Person; PoliticalGroup,Gizenga,normalized_label,48.0,
CANONICAL_ENTITY:GIZENGAS_STANLEYVILLE_REGIME,GIZENGAS STANLEYVILLE REGIME,CanonicalEntity,Government; PoliticalGroup,Stanleyville regime,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:GIZENGA_DISSIDENTS,GIZENGA DISSIDENTS,CanonicalEntity,PoliticalGroup,Gizenga dissidents,normalized_label,2.0,
CANONICAL_ENTITY:GIZENGA_REGIME,GIZENGA REGIME,CanonicalEntity,Government; PoliticalGroup,Gizenga regime,dictionary; normalized_label,5.0,
CANONICAL_ENTITY:GOMULKA,GOMULKA,CanonicalEntity,Person,Gomulka,normalized_label,2.0,
CANONICAL_ENTITY:GORKHA_PARISHAD,GORKHA PARISHAD,CanonicalEntity,PoliticalGroup,Gorkha Parishad,normalized_label,1.0,
CANONICAL_ENTITY:GOVERNMENT,GOVERNMENT,CanonicalEntity,Government,Government,normalized_label,2.0,
CANONICAL_ENTITY:GOVERNMENT_FORCES,GOVERNMENT FORCES,CanonicalEntity,Government,Government forces,normalized_label,1.0,
CANONICAL_ENTITY:GREECE,GREECE,CanonicalEntity,Country,Greece,normalized_label,7.0,
CANONICAL_ENTITY:GROMYKO,GROMYKO,CanonicalEntity,Person,Gromyko,normalized_label,5.0,
CANONICAL_ENTITY:GUANTANAMO,GUANTANAMO,CanonicalEntity,Location,Guantanamo,normalized_label,1.0,
CANONICAL_ENTITY:GUATEMALA,GUATEMALA,CanonicalEntity,Country,Guatemala,normalized_label,2.0,
CANONICAL_ENTITY:GUILLAUME,GUILLAUME,CanonicalEntity,Person,Guillaume,normalized_label,1.0,
CANONICAL_ENTITY:GUINEA,GUINEA,CanonicalEntity,Country,Guinea,normalized_label,6.0,
CANONICAL_ENTITY:GURSEL,GURSEL,CanonicalEntity,Person,President Gursel,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:G_P_MALALASEKERA,G. P. MALALASEKERA,CanonicalEntity,Person,G. P. Malalasekera,normalized_label,1.0,
CANONICAL_ENTITY:HAARETZ,HAARETZ,CanonicalEntity,Organization,Haaretz,normalized_label,1.0,
CANONICAL_ENTITY:HABES_MAJALLI,HABES MAJALLI,CanonicalEntity,Person,Habes Majalli,normalized_label,1.0,
CANONICAL_ENTITY:HAILE_SELASSIE,HAILE SELASSIE,CanonicalEntity,Person,Haile Selassie,normalized_label,2.0,
CANONICAL_ENTITY:HAINAN_ISLAND,HAINAN ISLAND,CanonicalEntity,Location,Hainan Island,normalized_label,3.0,
CANONICAL_ENTITY:HAIPHONG,HAIPHONG,CanonicalEntity,Location,Haiphong,normalized_label,4.0,
CANONICAL_ENTITY:HAITI,HAITI,CanonicalEntity,Country,Haiti,normalized_label,2.0,
CANONICAL_ENTITY:HAMMARSKJOLD,HAMMARSKJOLD,CanonicalEntity,Person,Hammarskjold,normalized_label,32.0,
CANONICAL_ENTITY:HANKOW,HANKOW,CanonicalEntity,Location,Hankow,normalized_label,1.0,
CANONICAL_ENTITY:HANOI,HANOI,CanonicalEntity,Location,Hanoi,normalized_label,11.0,
CANONICAL_ENTITY:HARBIN,HARBIN,CanonicalEntity,Location,Harbin,normalized_label,1.0,
CANONICAL_ENTITY:HAVANA,HAVANA,CanonicalEntity,Location,Havana,normalized_label,1.0,
CANONICAL_ENTITY:HAYATO_IKEDA,HAYATO IKEDA,CanonicalEntity,Person,Hayato Ikeda,normalized_label,1.0,
CANONICAL_ENTITY:HENRIQUE_GALVAO,HENRIQUE GALVAO,CanonicalEntity,Person,Henrique Galvao,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:HONDURAS,HONDURAS,CanonicalEntity,Country,Honduras,normalized_label,1.0,
CANONICAL_ENTITY:HOSSEIN_QODS_NAKHAI,HOSSEIN QODS-NAKHAI,CanonicalEntity,Person,Hossein Qods-Nakhai,normalized_label,1.0,
CANONICAL_ENTITY:HO_CHI_MINH,HO CHI MINH,CanonicalEntity,Person,Ho Chi Minh,normalized_label,1.0,
CANONICAL_ENTITY:HUMBERTO_DELGADO,HUMBERTO DELGADO,CanonicalEntity,Person,Humberto Delgado,normalized_label,1.0,
CANONICAL_ENTITY:HUNGARY,HUNGARY,CanonicalEntity,Country,Hungary,normalized_label,1.0,
CANONICAL_ENTITY:HUNZA,HUNZA,CanonicalEntity,Location,Hunza,normalized_label,1.0,
CANONICAL_ENTITY:IBERIAN_LIBERATION_MOVEMENT,IBERIAN LIBERATION MOVEMENT,CanonicalEntity,PoliticalGroup,Iberian Liberation Movement,normalized_label,1.0,
CANONICAL_ENTITY:IBRD,IBRD,CanonicalEntity,Organization,IBRD,normalized_label,1.0,
CANONICAL_ENTITY:ICHIRO_KONO,ICHIRO KONO,CanonicalEntity,Person,Ichiro Kono,normalized_label,2.0,
CANONICAL_ENTITY:IKEDA,IKEDA,CanonicalEntity,Person,Ikeda,normalized_label,4.0,
CANONICAL_ENTITY:IKEDA_GOVERNMENT,IKEDA GOVERNMENT,CanonicalEntity,Government,Ikeda government,normalized_label,1.0,
CANONICAL_ENTITY:ILEO,ILEO,CanonicalEntity,Person,Ileo,normalized_label,5.0,
CANONICAL_ENTITY:ILEO_GOVERNMENT,ILEO GOVERNMENT,CanonicalEntity,Government,Ileo government,normalized_label,3.0,
CANONICAL_ENTITY:IL_14,IL-14,CanonicalEntity,Other,IL-14,normalized_label,1.0,
CANONICAL_ENTITY:IMAM,IMAM,CanonicalEntity,Person,Imam,normalized_label,1.0,
CANONICAL_ENTITY:IMAM_OF_YEMEN,IMAM OF YEMEN,CanonicalEntity,Person,Imam of Yemen,normalized_label,1.0,
CANONICAL_ENTITY:INDIA,INDIA,CanonicalEntity,Country; Location,India,normalized_label,19.0,
CANONICAL_ENTITY:INDIAN_AMBASSADOR_RATNAM,INDIAN AMBASSADOR RATNAM,CanonicalEntity,Person,Indian ambassador,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:INDIAN_CHAIRMAN_OF_THE_ICC,INDIAN CHAIRMAN OF THE ICC,CanonicalEntity,Person,Indian chairman,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:INDIAN_COMMUNIST_PARTY,INDIAN COMMUNIST PARTY,CanonicalEntity,PoliticalGroup,Indian Communist party,normalized_label,3.0,
CANONICAL_ENTITY:INDIAN_GOVERNMENT,INDIAN GOVERNMENT,CanonicalEntity,Government,Indian Government,normalized_label,1.0,
CANONICAL_ENTITY:INDIAN_TROOPS,INDIAN TROOPS,CanonicalEntity,Military,Indian troops,normalized_label,1.0,
CANONICAL_ENTITY:INDONESIA,INDONESIA,CanonicalEntity,Country,Indonesia,normalized_label,16.0,
CANONICAL_ENTITY:INDONESIAN_COMMUNIST_PARTY,INDONESIAN COMMUNIST PARTY,CanonicalEntity,PoliticalGroup,Indonesian Communist Party,normalized_label,1.0,
CANONICAL_ENTITY:INDONESIAN_PRESIDENT_SUKARNO,INDONESIAN PRESIDENT SUKARNO,CanonicalEntity,Person,President Sukarno,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:INONU,INONU,CanonicalEntity,Person,Inonu,normalized_label,1.0,
CANONICAL_ENTITY:INTERIOR_MINISTER_MUNONGO,INTERIOR MINISTER MUNONGO,CanonicalEntity,Person,Interior Minister Munongo,normalized_label,1.0,
CANONICAL_ENTITY:INTERNATIONAL_CONTROL_COMMISSION,INTERNATIONAL CONTROL COMMISSION,CanonicalEntity,Organization; Other,International Control Commission,dictionary; normalized_label,10.0,
CANONICAL_ENTITY:INTERNATIONAL_COOPERATION_ADMINISTRATION,INTERNATIONAL COOPERATION ADMINISTRATION,CanonicalEntity,Organization,International Cooperation Administration,normalized_label,1.0,
CANONICAL_ENTITY:INTERNATIONAL_MONETARY_FUND,INTERNATIONAL MONETARY FUND,CanonicalEntity,Organization,International Monetary Fund,normalized_label,1.0,
CANONICAL_ENTITY:INTERNATIONAL_RED_CROSS,INTERNATIONAL RED CROSS,CanonicalEntity,Organization,International Red Cross,normalized_label,1.0,
CANONICAL_ENTITY:INTER_AMERICAN_CONFERENCE,INTER-AMERICAN CONFERENCE,CanonicalEntity,Document,Inter-American Conference,normalized_label,1.0,
CANONICAL_ENTITY:INTER_AMERICAN_DEVELOPMENT_BANK,INTER-AMERICAN DEVELOPMENT BANK,CanonicalEntity,Organization,Inter-American Development Bank,normalized_label,1.0,
CANONICAL_ENTITY:IRAN,IRAN,CanonicalEntity,Country,Iran,normalized_label,10.0,
CANONICAL_ENTITY:IRANIAN_GOVERNMENT,IRANIAN GOVERNMENT,CanonicalEntity,Government,Iranian Government,normalized_label,1.0,
CANONICAL_ENTITY:IRAQ,IRAQ,CanonicalEntity,Country,Iraq,normalized_label,21.0,
CANONICAL_ENTITY:IRAQI_COMMUNISTS,IRAQI COMMUNISTS,CanonicalEntity,PoliticalGroup,Iraqi Communists,normalized_label,1.0,
CANONICAL_ENTITY:IRAQI_MILITARY_COURTS,IRAQI MILITARY COURTS,CanonicalEntity,Organization,Iraqi military courts,normalized_label,1.0,
CANONICAL_ENTITY:IRAQ_PETROLEUM_COMPANY,IRAQ PETROLEUM COMPANY,CanonicalEntity,Organization,Iraq Petroleum Company,dictionary; normalized_label,5.0,
CANONICAL_ENTITY:ISFAHAN,ISFAHAN,CanonicalEntity,Location,Isfahan,normalized_label,2.0,
CANONICAL_ENTITY:ISRAEL,ISRAEL,CanonicalEntity,Country,Israel,normalized_label,2.0,
CANONICAL_ENTITY:ITALIAN_GOVERNMENT,ITALIAN GOVERNMENT,CanonicalEntity,Government,Italian Government,normalized_label,1.0,
CANONICAL_ENTITY:ITALIAN_LIBERAL_PARTY,ITALIAN LIBERAL PARTY,CanonicalEntity,PoliticalGroup,Italian Liberal party,normalized_label,1.0,
CANONICAL_ENTITY:ITALIAN_SOCIAL_MOVEMENT,ITALIAN SOCIAL MOVEMENT,CanonicalEntity,PoliticalGroup,Italian Social Movement,normalized_label,1.0,
CANONICAL_ENTITY:ITALY,ITALY,CanonicalEntity,Country,Italy,normalized_label,8.0,
CANONICAL_ENTITY:IZVESTIA,IZVESTIA,CanonicalEntity,Organization; Other,Izvestia,normalized_label,3.0,
CANONICAL_ENTITY:JACQUES_SOUSTELLE,JACQUES SOUSTELLE,CanonicalEntity,Person,Jacques Soustelle,normalized_label,1.0,
CANONICAL_ENTITY:JANIO_QUADROS,JANIO QUADROS,CanonicalEntity,Person,Janio Quadros,dictionary; normalized_label,7.0,
CANONICAL_ENTITY:JAPAN,JAPAN,CanonicalEntity,Country,Japan,normalized_label,14.0,
CANONICAL_ENTITY:JASON_SENDWE,JASON SENDWE,CanonicalEntity,Person,Jason Sendwe,normalized_label,3.0,
CANONICAL_ENTITY:JEAN_BOLIKANGO,JEAN BOLIKANGO,CanonicalEntity,Person,Jean Bolikango,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:JEAN_MONNET,JEAN MONNET,CanonicalEntity,Person,Jean Monnet,normalized_label,2.0,
CANONICAL_ENTITY:JOMO_KENYATTA,JOMO KENYATTA,CanonicalEntity,Person,Jomo Kenyatta,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:JORDAN,JORDAN,CanonicalEntity,Country,Jordan,normalized_label,10.0,
CANONICAL_ENTITY:JORDANIAN_AGENTS,JORDANIAN AGENTS,CanonicalEntity,Other,Jordanian agents,normalized_label,1.0,
CANONICAL_ENTITY:JOSEPH_ILEO,JOSEPH ILEO,CanonicalEntity,Person,Joseph Ileo,normalized_label,2.0,
CANONICAL_ENTITY:JOSE_CHIRIBOGA,JOSE CHIRIBOGA,CanonicalEntity,Person,Jose Chiriboga,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:JOSE_ENRIQUE_VALIENTE,JOSE ENRIQUE VALIENTE,CanonicalEntity,Person,Jose Enrique Valiente,normalized_label,1.0,
CANONICAL_ENTITY:JOSHUA_NKOMO,JOSHUA NKOMO,CanonicalEntity,Person,Joshua Nkomo,normalized_label,1.0,
CANONICAL_ENTITY:JULIO_RIVERA,JULIO RIVERA,CanonicalEntity,Person,Julio Rivera,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:JULIUS_NYERERE,JULIUS NYERERE,CanonicalEntity,Person,Julius Nyerere,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:JULIUS_RAAB,JULIUS RAAB,CanonicalEntity,Person,Julius Raab,normalized_label,1.0,
CANONICAL_ENTITY:KABALO,KABALO,CanonicalEntity,Location,Kabalo,normalized_label,1.0,
CANONICAL_ENTITY:KABUL,KABUL,CanonicalEntity,Location,Kabul,normalized_label,2.0,
CANONICAL_ENTITY:KACHIN,KACHIN,CanonicalEntity,Other,Kachin,normalized_label,1.0,
CANONICAL_ENTITY:KAHAMA,KAHAMA,CanonicalEntity,Person,Kahama,normalized_label,1.0,
CANONICAL_ENTITY:KAKWANGA,KAKWANGA,CanonicalEntity,Location,Kakwanga,normalized_label,1.0,
CANONICAL_ENTITY:KALONJI,KALONJI,CanonicalEntity,Person,Kalonji,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:KAMCHATKA_PENINSULA,KAMCHATKA PENINSULA,CanonicalEntity,Location,Kamchatka Peninsula,normalized_label,2.0,
CANONICAL_ENTITY:KAMINA,KAMINA,CanonicalEntity,Location,Kamina,normalized_label,3.0,
CANONICAL_ENTITY:KAMINA_AIR_BASE,KAMINA AIR BASE,CanonicalEntity,Location,Kamina air base,normalized_label,1.0,
CANONICAL_ENTITY:KAMITATU,KAMITATU,CanonicalEntity,Person,Kamitatu,normalized_label,3.0,
CANONICAL_ENTITY:KAPUSTIN_YAR_MISSILE_TEST_RANGE,KAPUSTIN YAR MISSILE TEST RANGE,CanonicalEntity,Location,Kapustin Yar missile test range,normalized_label,1.0,
CANONICAL_ENTITY:KARACHI,KARACHI,CanonicalEntity,Location,Karachi,normalized_label,1.0,
CANONICAL_ENTITY:KARAKORAM_MOUNTAIN_RANGE,KARAKORAM MOUNTAIN RANGE,CanonicalEntity,Location,Karakoram mountain range,normalized_label,1.0,
CANONICAL_ENTITY:KARAMANLIS_GOVERNMENT,KARAMANLIS GOVERNMENT,CanonicalEntity,Government,Karamanlis government,normalized_label,2.0,
CANONICAL_ENTITY:KARBALA,KARBALA,CanonicalEntity,Location,Karbala,normalized_label,1.0,
CANONICAL_ENTITY:KAREN,KAREN,CanonicalEntity,Other,Karen,normalized_label,1.0,
CANONICAL_ENTITY:KASAI_PROVINCE,KASAI PROVINCE,CanonicalEntity,Location,Kasai Province,normalized_label,3.0,
CANONICAL_ENTITY:KASAVUBU,KASAVUBU,CanonicalEntity,Person,Kasavubu,dictionary; normalized_label,30.0,
CANONICAL_ENTITY:KASAVUBU_MOBUTU_GOVERNMENT,KASAVUBU/MOBUTU GOVERNMENT,CanonicalEntity,Government,Kasavubu/Mobutu government,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:KASHMIR,KASHMIR,CanonicalEntity,Location,Kashmir,normalized_label,1.0,
CANONICAL_ENTITY:KATANGA,KATANGA,CanonicalEntity,Location,Katanga,dictionary; normalized_label,17.0,
CANONICAL_ENTITY:KATANGA_REGIME,KATANGA REGIME,CanonicalEntity,PoliticalGroup,Katanga regime,normalized_label,1.0,
CANONICAL_ENTITY:KATMANDU,KATMANDU,CanonicalEntity,Location,Katmandu,normalized_label,1.0,
CANONICAL_ENTITY:KAZAKHSTAN,KAZAKHSTAN,CanonicalEntity,Location,Kazakhstan,normalized_label,1.0,
CANONICAL_ENTITY:KAZAKH_REPUBLIC,KAZAKH REPUBLIC,CanonicalEntity,Location,Kazakh Republic,normalized_label,1.0,
CANONICAL_ENTITY:KEITA,KEITA,CanonicalEntity,Person,Keita,normalized_label,1.0,
CANONICAL_ENTITY:KENNEDY_ADMINISTRATION,KENNEDY ADMINISTRATION,CanonicalEntity,Government; Organization,Kennedy administration,normalized_label,2.0,
CANONICAL_ENTITY:KENYA,KENYA,CanonicalEntity,Country,Kenya,normalized_label,4.0,
CANONICAL_ENTITY:KENYA_AFRICAN_DEMOCRATIC_UNION,KENYA AFRICAN DEMOCRATIC UNION,CanonicalEntity,PoliticalGroup,Kenya African Democratic Union,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:KENYA_AFRICAN_NATIONAL_UNION,KENYA AFRICAN NATIONAL UNION,CanonicalEntity,PoliticalGroup,Kenya African National Union,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:KEP_AIRFIELD,KEP AIRFIELD,CanonicalEntity,Location,Kep Airfield,normalized_label,1.0,
CANONICAL_ENTITY:KHAMSOUK_KEOLA,KHAMSOUK KEOLA,CanonicalEntity,Person,Khamsouk Keola,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:KHAM_KONG,KHAM KONG,CanonicalEntity,Person,Kham Kong,normalized_label,1.0,
CANONICAL_ENTITY:KHARKOV,KHARKOV,CanonicalEntity,Location,Kharkov,normalized_label,1.0,
CANONICAL_ENTITY:KHARTOUM,KHARTOUM,CanonicalEntity,Location,Khartoum,normalized_label,1.0,
CANONICAL_ENTITY:KHRUSHCHEV,KHRUSHCHEV,CanonicalEntity,Person,Khrushchev,normalized_label,37.0,
CANONICAL_ENTITY:KIBWE,KIBWE,CanonicalEntity,Person,Kibwe,normalized_label,2.0,
CANONICAL_ENTITY:KIEV,KIEV,CanonicalEntity,Location,Kiev,normalized_label,1.0,
CANONICAL_ENTITY:KIMBA,KIMBA,CanonicalEntity,Person,Kimba,normalized_label,1.0,
CANONICAL_ENTITY:KIM_IL_SUNG,KIM IL-SUNG,CanonicalEntity,Person,Kim Il-sung,normalized_label,1.0,
CANONICAL_ENTITY:KING,KING,CanonicalEntity,Other,King,normalized_label,1.0,
CANONICAL_ENTITY:KING_BAUDOUIN,KING BAUDOUIN,CanonicalEntity,Person,King Baudouin,normalized_label,2.0,
CANONICAL_ENTITY:KING_HUSAYN,KING HUSAYN,CanonicalEntity,Person,King Husayn,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:KING_MAHENDRA,KING MAHENDRA,CanonicalEntity,Person,King Mahendra,dictionary; normalized_label,5.0,
CANONICAL_ENTITY:KING_MOHAMED_V,KING MOHAMED V,CanonicalEntity,Person,King Mohamed V,dictionary; normalized_label,4.0,
CANONICAL_ENTITY:KING_MOHAMMED_V,KING MOHAMMED V,CanonicalEntity,Person,King Mohammed V,normalized_label,1.0,
CANONICAL_ENTITY:KING_OF_LAOS,KING OF LAOS,CanonicalEntity,Person,King of Laos,normalized_label,1.0,
CANONICAL_ENTITY:KING_SAUD,KING SAUD,CanonicalEntity,Person,King Saud,dictionary; normalized_label,3.0,
CANONICAL_ENTITY:KING_SAVANG,KING SAVANG,CanonicalEntity,Person,King Savang,normalized_label,16.0,
CANONICAL_ENTITY:KING_SISAVANG_VONG,KING SISAVANG VONG,CanonicalEntity,Person,King Sisavang Vong,normalized_label,1.0,
CANONICAL_ENTITY:KIRKUK,KIRKUK,CanonicalEntity,Location,Kirkuk,normalized_label,1.0,
CANONICAL_ENTITY:KISHI_GOVERNMENT,KISHI GOVERNMENT,CanonicalEntity,Government,Kishi government,normalized_label,1.0,
CANONICAL_ENTITY:KIVU_PROVINCE,KIVU PROVINCE,CanonicalEntity,Location,Kivu Province,dictionary; normalized_label,6.0,
CANONICAL_ENTITY:KOCO_TASHKO,KOCO TASHKO,CanonicalEntity,Person,Koco Tashko,normalized_label,1.0,
CANONICAL_ENTITY:KOIRALA,KOIRALA,CanonicalEntity,Person,Koirala,dictionary; normalized_label,2.0,
CANONICAL_ENTITY:KOMMUNIST,KOMMUNIST,CanonicalEntity,Document,Kommunist,normalized_label,2.0,
CANONICAL_ENTITY:KONGOLO,KONGOLO,CanonicalEntity,Location,Kongolo,normalized_label,1.0,
CANONICAL_ENTITY:KONG_LAP,KONG LAP,CanonicalEntity,Location,Kong Lap,normalized_label,1.0,
CANONICAL_ENTITY:KONG_LE,KONG LE,CanonicalEntity,Military; Person; PoliticalGroup,Kong Le,normalized_label,9.0,
CANONICAL_ENTITY:KONG_LE_PATHET_LAO,KONG LE - PATHET LAO,CanonicalEntity,Military; PoliticalGroup,Kong Le/Pathet Lao forces,dictionary; normalized_label,26.0,
CANONICAL_ENTITY:KOSYGIN,KOSYGIN,CanonicalEntity,Person,Kosygin,normalized_label,2.0,
CANONICAL_ENTITY:KO_CHONG_HUN,KO CHONG-HUN,CanonicalEntity,Person,Ko Chong-hun,normalized_label,1.0,
CANONICAL_ENTITY:KRUG,KRUG,CanonicalEntity,Organization,KRUG,normalized_label,1.0,
CANONICAL_ENTITY:KRUPP_INDUSTRIAL_ENTERPRISES,KRUPP INDUSTRIAL ENTERPRISES,CanonicalEntity,Organization,Krupp industrial enterprises,normalized_label,1.0,
CANONICAL_ENTITY:KUCHUK,KUCHUK,CanonicalEntity,Person,Kuchuk,normalized_label,1.0,
CANONICAL_ENTITY:KUMYKIN,KUMYKIN,CanonicalEntity,Person,Kumykin,normalized_label,1.0,
CANONICAL_ENTITY:KUNMING,KUNMING,CanonicalEntity,Location,Kunming,normalized_label,1.0,
CANONICAL_ENTITY:KUWAIT,KUWAIT,CanonicalEntity,Country,Kuwait,normalized_label,1.0,
CANONICAL_ENTITY:KUZNETSOV,KUZNETSOV,CanonicalEntity,Person,Kuznetsov,normalized_label,3.0,
CANONICAL_ENTITY:KWANGTUNG,KWANGTUNG,CanonicalEntity,Location,Kwangtung,normalized_label,1.0,
CANONICAL_ENTITY:KYAW_DUN,KYAW DUN,CanonicalEntity,Person,Kyaw Dun,normalized_label,1.0,
CANONICAL_ENTITY:K_P_S_MENON,K. P. S. MENON,CanonicalEntity,Person,K. P. S. Menon,normalized_label,1.0,
CANONICAL_ENTITY:LABOR_UNION_LEADERS,LABOR UNION LEADERS,CanonicalEntity,Other,labor union leaders,normalized_label,1.0,
CANONICAL_ENTITY:LAI_MING_TANG,LAI MING-TANG,CanonicalEntity,Person,Lai Ming-tang,normalized_label,1.0,
CANONICAL_ENTITY:LAK_SAO,LAK SAO,CanonicalEntity,Location,Lak Sao,normalized_label,1.0,
CANONICAL_ENTITY:LAOS,LAOS,CanonicalEntity,Country; Location,Laos,normalized_label,72.0,
CANONICAL_ENTITY:LAOTIAN_ARMY,LAOTIAN ARMY,CanonicalEntity,Military,Laotian Army,normalized_label,7.0,
CANONICAL_ENTITY:LAOTIAN_GOVERNMENT,LAOTIAN GOVERNMENT,CanonicalEntity,Government,Laotian Government,dictionary; normalized_label,9.0,
CANONICAL_ENTITY:LAOTIAN_MILITARY_ESTABLISHMENT,LAOTIAN MILITARY ESTABLISHMENT,CanonicalEntity,Military,Laotian military establishment,normalized_label,1.0,
CANONICAL_ENTITY:LAOTIAN_NATIONAL_MILITARY_COMMITTEE,LAOTIAN NATIONAL MILITARY COMMITTEE,CanonicalEntity,Organization,Laotian National Military Committee,normalized_label,1.0,
CANONICAL_ENTITY:LAO_GOVERNMENT,LAO GOVERNMENT,CanonicalEntity,Government,Lao government,normalized_label,1.0,
CANONICAL_ENTITY:LAS_VILLAS_PROVINCE,LAS VILLAS PROVINCE,CanonicalEntity,Location,Las Villas Province,normalized_label,1.0,
CANONICAL_ENTITY:LATIN_AMERICA,LATIN AMERICA,CanonicalEntity,Location,Latin America,normalized_label,1.0,
CANONICAL_ENTITY:LATIN_AMERICAN_NATIONS,LATIN AMERICAN NATIONS,CanonicalEntity,Other,Latin American nations,normalized_label,1.0,
CANONICAL_ENTITY:LA_PAZ,LA PAZ,CanonicalEntity,Location,La Paz,normalized_label,1.0,
CANONICAL_ENTITY:LEAGUE_OF_RED_CROSS_SOCIETIES,LEAGUE OF RED CROSS SOCIETIES,CanonicalEntity,Organization,League of Red Cross Societies,normalized_label,1.0,
CANONICAL_ENTITY:LEBANESE_AUTHORITIES,LEBANESE AUTHORITIES,CanonicalEntity,Government,Lebanese authorities,normalized_label,1.0,
CANONICAL_ENTITY:LEBANON,LEBANON,CanonicalEntity,Country,Lebanon,normalized_label,1.0,
CANONICAL_ENTITY:LENINGRAD,LENINGRAD,CanonicalEntity,Location,Leningrad,normalized_label,1.0,
CANONICAL_ENTITY:LEONID_SEDOV,LEONID SEDOV,CanonicalEntity,Person,Leonid Sedov,normalized_label,1.0,
CANONICAL_ENTITY:LEOPOLDVILLE,LEOPOLDVILLE,CanonicalEntity,Location,Leopoldville,normalized_label,20.0,
CANONICAL_ENTITY:LEOPOLDVILLE_GOVERNMENT,LEOPOLDVILLE GOVERNMENT,CanonicalEntity,Government,Leopoldville government,normalized_label,4.0,
CANONICAL_ENTITY:LEOPOLDVILLE_GROUP,LEOPOLDVILLE GROUP,CanonicalEntity,PoliticalGroup,Leopoldville group,normalized_label,1.0,
CANONICAL_ENTITY:LEOPOLDVILLE_PROVINCE,LEOPOLDVILLE PROVINCE,CanonicalEntity,Location,Leopoldville Province,normalized_label,1.0,
CANONICAL_ENTITY:LEOPOLDVILLE_REGIME,LEOPOLDVILLE REGIME,CanonicalEntity,Government,Leopoldville regime,normalized_label,2.0,
CANONICAL_ENTITY:LE_DUAN,LE DUAN,CanonicalEntity,Person,Le Duan,normalized_label,1.0,
CANONICAL_ENTITY:LIBERALS,LIBERALS,CanonicalEntity,PoliticalGroup,Liberals,normalized_label,1.0,
CANONICAL_ENTITY:LIBERAL_DEMOCRATIC_PARTY,LIBERAL-DEMOCRATIC PARTY,CanonicalEntity,PoliticalGroup,Liberal-Democratic party,normalized_label,1.0,
CANONICAL_ENTITY:LIBERAL_DEMOCRATIC_PARTY_LDP,LIBERAL-DEMOCRATIC PARTY (LDP),CanonicalEntity,PoliticalGroup,Liberal-Democratic Party (LDP),normalized_label,1.0,
CANONICAL_ENTITY:LIBERAL_PARTY,LIBERAL PARTY,CanonicalEntity,PoliticalGroup,Liberal party,normalized_label,3.0,
CANONICAL_ENTITY:LIBERATION_ARMY_OF_SOUTH_VIETNAM,LIBERATION ARMY OF SOUTH VIETNAM,CanonicalEntity,Military,Liberation Army of South Vietnam,normalized_label,1.0,
CANONICAL_ENTITY:LIBERIA,LIBERIA,CanonicalEntity,Country,Liberia,normalized_label,2.0,
CANONICAL_ENTITY:LIBYA,LIBYA,CanonicalEntity,Country,Libya,normalized_label,4.0,
CANONICAL_ENTITY:LIEGE,LIEGE,CanonicalEntity,Location,Liege,normalized_label,1.0,
CANONICAL_ENTITY:LIFE_ABROAD,LIFE ABROAD,CanonicalEntity,Organization,Life Abroad,normalized_label,1.0,
