doc_id,source_id,paragraph_id,subject,date,model,source,target,relation,evidence,confidence
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Belgium,Mobutu,SUPPORT,Belgium reportedly is continuing its efforts to aid the regimes of Mobutu and Tshombe.,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Belgium,Tshombe,SUPPORT,Belgium reportedly is continuing its efforts to aid the regimes of Mobutu and Tshombe.,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,UAR,Egyptian National Bank,MENTIONS,"By December, foreign exchange reserves of the Egyptian National Bank had fallen to the lowest point ever reached.",0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Turkey,Committee of National Union,AFFILIATION,"The military regime of the Committee of National Union (CNU), which overthrew the Menderes government.",0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Berthold Beitz,West Germany,AFFILIATION,general manager of the Krupp industrial enterprises,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,West Germany,Poland,NEGOTIATION,improving West German - Polish relations,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,France,Libya,OPPOSITION,protests by the Libyans against flights,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Argentina,USSR,REQUEST,intends to ask the USSR to reduce the size of its embassy,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Kuwait,Syria,OTHER_RELATED,liquidating his assets in Syria,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Chancellor Adenauer,Berthold Beitz,AFFILIATION,Beitz says he has been authorized by Chancellor Adenauer to negotiate.,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Berthold Beitz,Cyrankiewicz,EVENT_PARTICIPANT,After a conversation with Polish Premier Cyrankiewicz during a visit to Warsaw.,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Egypt,International Monetary Fund,REQUEST,"Egypt drew $27,000,000 from the International Monetary Fund.",0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,ent_4,ent_2,REQUEST,"Uthman charged that a French military land penetration of Libyan territory had occurred also on 5 January, and stated that the French ambassador had been warned that repetition of such incidents would inevitably lead to a rupture of relations.",0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,ent_1,ent_0,SUPPORT,The Poles have expressed strong interest in West German industrial products and also wish to increase exports of raw material and agricultural products to West Germany.,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,French military,Algerian rebels,MENTIONS,French military justify the overflights as essential to detect a possible Algerian rebel arms build-up.,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Tripoli,United Kingdom,NEGOTIATION,may invoke its mutual defense treaty with the UK,0.7
2000179_CIA-RDP79T00975A005500190001-0,CIA-RDP79T00975A005500190001-0,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,Tripoli,United States,REQUEST,may also threaten to suspend the Wheelus airbase agreement with the United States unless US aircraft assist in protecting Libyan territory.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_2,claim_0,CLAIM_SPEAKER,North Vietnam's Premier and Foreign Minister Pham Van Dong states that the British proposal was unacceptable.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_3,claim_1,CLAIM_TARGET,The Communists would accept an ICC only if it recognizes the Souvanna Phouma government.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_6,event_3,EVENT_PARTICIPANT,"Nkrumah under increased pressure to withdraw Ghana's 2,400-man UN contingent.",0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,President Nasir,UAR National Assembly,EVENT_PARTICIPANT,President Nasir--addressing the UAR National Assembly,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,West Germany,East Germany,COMMUNICATION,A West German Foreign Ministry official told American officials in Bonn,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,military-civilian junta,President Lemus,OPPOSITION,replaced the weak administration of President Lemus,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,military leaders,military-civilian junta,REQUEST,military leaders are reportedly receiving only partial compliance with their 16 January demands,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_1,ent_2,NEGOTIATION,US and West Germany are cooperating with Bolivia to reorganize and re-equip the tin mines.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_4,ent_3,EVENT_PARTICIPANT,Boun Oum criticized Britain's compromise proposal.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_5,ent_3,EVENT_PARTICIPANT,Quinim Pholsena criticized Britain's compromise proposal.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_7,ent_3,EVENT_PARTICIPANT,Pham Van Dong made the same points regarding the British proposal.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_8,ent_3,OPPOSITION,USSR is unlikely to accept any immediate Western proposals.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Government,Kong Le/Pathet Lao forces,OPPOSITION,Antigovernment concentrations and Kong Le/Pathet Lao forces are opposing the government.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Government,Muong Kassy,EVENT_LOCATION,Government troops advancing north from Vang Vieng on the Luang Prabang road are about three miles from Muong Kassy.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Government,Tha Thom airstrip,EVENT_LOCATION,Government forces are attempting to retain control of the Tha Thom airstrip.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_6,ent_7,REQUEST,the UAR's request of 23 January that its battalion be withdrawn from the Congo,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_8,ent_6,SUPPORT,Morocco that it also is withdrawing its troops from the Congo,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_9,ent_6,SUPPORT,"Ghana's 2,400-man UN contingent",0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_12,ent_10,COMMUNICATION,Lumumba's international supporters apparently are stepping up their pressure on Sudan,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,ent_17,ent_18,AFFILIATION,Tshombé asked Colonel Roger Trinquier to become an adviser,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Gizenga,Mobutu,OPPOSITION,Gizenga apparently remains fearful of an attack by Mobutu.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Gizenga's government,USSR,SUPPORT,"Gizenga's government has received $400,000 from the USSR.",0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Paz Estenssoro,Bolivia,AFFILIATION,Paz is the leader of the party which won the sweeping leftist revolution of 1952.,0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,West Germany,Bolivia,SUPPORT,"The Bonn government is backing a private firm's offer to provide financial, technical, and managerial skill for the mines.",0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,United States,Bolivia,SUPPORT,"The United States has supplemented the German offer with a $10,000,000 credit for mine development.",0.7
2000180_CIA-RDP79T00975A005500200001-8,CIA-RDP79T00975A005500200001-8,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,Czechoslovakia,Bolivia,SUPPORT,A Bolivian government spokesman announced that Czechoslovakia had decided to offer to install an antimony smelter in Bolivia.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Khrushchev,USSR,AFFILIATION,dominant figure in Soviet affairs,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Khrushchev,event_0,EVENT_PARTICIPANT,Khrushchev begins a tour,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_1,Khrushchev,EVENT_PARTICIPANT,strengthens Khrushchev's public image,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_2,General Challe,EVENT_PARTICIPANT,resignation of General Challe,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_3,El Salvador,EVENT_LOCATION,Successful military coup in El Salvador,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,USSR,Communist China,SUPPORT,The Soviet Union is believed to have transferred two new SO-1-class submarine chasers to Communist China.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Communist China,Canada,NEGOTIATION,Chinese trade negotiations also are under way with Canada.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Communist China,Burma,AGREEMENT,"An agreement with Burma signed late last year provided for the purchase of 350,000 tons of rice by China in 1961.",0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Sobolev,International Control Commission,COMMUNICATION,Sobolev's recent remarks to the French ambassador in Moscow implied that any reactivation of the International Control Commission would have to be on the basis of new terms.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Kasavubu,Leopoldville conference,REQUEST,convened on 25 January at Kasavubu's request,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Lumumba,Leopoldville conference,OPPOSITION,has been boycotted by Lumumba's supporters,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Hammarskjold,Kasavubu,COMMUNICATION,letter from Hammarskjold to Kasavubu,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Gizenga,anti-white activities,SUPPORT,anti-white activities by Gizenga's troops are continuing,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,France,evacuation of its nationals,OTHER_RELATED,France has ordered the evacuation of its nationals,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Belgium,evacuation of its nationals,REQUEST,urged Belgians to leave also,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,General Hedayat,Iran's armed forces,CLAIM_SPEAKER,General Hedayat... recommended to the Shah a reduction of Iran's armed forces,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,General Maurice Challe,French armed forces,EVENT_PARTICIPANT,submitted his resignation from the French armed forces,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,De Gaulle,General Maurice Challe,OPPOSITION,is said to have tried to dissuade Challe,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,El Salvador,violence,EVENT_PARTICIPANT,Violence erupted in San Salvador following the seizure of the government by the military,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Anibal Portillo,Coup,EVENT_PARTICIPANT,"Colonel Anibal Portillo, army chief of staff, was selected by the army officers as leader of the new regime",0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Julio Rivera,Coup,EVENT_PARTICIPANT,"Lt. Col. Julio Rivera, commandant of the general staff school",0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Cuba,General strike protest,SUPPORT,"may lead to further violent demonstrations by Communist-led groups, who have received Cuban support",0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Sino-Soviet bloc,Communist forces,SUPPORT,Sino-Soviet bloc support for Communist forces in Laos continues,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Lumumba regime,Congo,AFFILIATION,The pro-Lumumba regime in Stanleyville is apparently meeting with success,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Khrushchev,US Embassy in Moscow,COMMUNICATION,viewed by the US Embassy in Moscow as demonstrating Khrushchev's self-confidence,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Khrushchev,Soviet policy,AFFILIATION,public image of Khrushchev as the chief architect of Soviet policy,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Khrushchev,Khrushchev's speech,EVENT_PARTICIPANT,Khrushchev in his speech to the recent central committee plenum,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,SO-1 subchaser,Communist China,SUPPORT,probably in the South China port of Tsamkong,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Soviet Union,SO-1 subchaser,SUPPORT,Rockets for the latter weapon would have to be supplied at least initially by the Soviet Union.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Maurice Challe,De Gaulle,OPPOSITION,Challe's resignation in protest over De Gaulle's Algerian policy.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Maurice Challe,SACEUR,AFFILIATION,Challe informed SACEUR about his resignation.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Maurice Challe,Algeria,CLAIM_TARGET,Challe's responsibilities in Algeria.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Paul Ely,Maurice Challe,SUPPORT,Ely is reportedly trying to minimize the effect of Challe's resignation.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Colonel Anibal Portillo,Lt. Col. Julio Rivera,AFFILIATION,Chosen by the officers to head the new regime,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Colonel Anibal Portillo,Dr. Jose Antonio Rodriguez Porth,AFFILIATION,Part of the five-man junta,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Lt. Col. Julio Rivera,Dr. Jose Antonio Rodriguez Porth,AFFILIATION,Part of the five-man junta,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Oscar Osorio,Dr. Fabio Castillo,MENTIONS,Reportedly being detained after the coup,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p8,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Fidel Castro,Communists,SUPPORT,Castro reportedly told members of a Communist delegation from El Salvador that he would assist them.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p8,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Osorio,Salvadoran Army,EVENT_PARTICIPANT,Osorio retains some military support.,0.7
2000181_CIA-RDP79T00975A005500210001-7,CIA-RDP79T00975A005500210001-7,p8,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,Coup in El Salvador,Communists,NEGOTIATION,The new authorities issued a public statement claiming that the purpose of the coup is to eradicate the Communists.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Souvanna Phouma,Laos,AFFILIATION,Souvanna continues to head the 'lawful government' of Laos.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Muong Kassy,Government forces,EVENT_PARTICIPANT,Muong Kassy is reported to have been taken by government forces.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Chinese Nationalist irregulars,Laos,EVENT_PARTICIPANT,Chinese Nationalist irregulars may withdraw from Burma into Laos.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Burmese Army,Chinese Nationalist irregulars,OPPOSITION,Burmese Army has played the major role against the irregulars.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Congo,UN,EVENT_PARTICIPANT,UN command in Leopoldville has stated that force will be used to free Whites from danger.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,France,Algeria,NEGOTIATION,French foreign minister believes Paris is 'on the verge' of agreeing to negotiate with the Algerian rebels.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Colonel Anibal Portillo,El Salvador,AFFILIATION,Apparent initiator of the coup and real leader of the new conservatively oriented military-civilian junta.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,East Germany,USSR,EVENT_PARTICIPANT,Talks on 'the further expansion of economic and trade relations' between the USSR and East Germany are now in progress.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Chiang Ching-kuo,Ambassador Drumright,COMMUNICATION,Chiang assured Ambassador Drumright on 14 January that he would consult with the United States before taking any action.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Chinese Communists,Burmese Army,AGREEMENT,The offensive against the Chinese Nationalist irregulars was launched on the basis of a secret agreement calling for joint Sino-Burmese action.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Burmese Army,Chinese Nationalist Irregulars,OPPOSITION,The Burmese have been able to concentrate their efforts against the irregulars.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Nationalist irregulars,Burmese Government,OPPOSITION,After vigorous protests by the Burmese Government in the United Nations General Assembly.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,North Vietnam,President Diem,OPPOSITION,North Vietnam has publicly avowed its intention to overthrow the present South Vietnamese government.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,North Vietnam,South Vietnam,SUPPORT,North Vietnam is taking positive steps to ensure coordination and control of Communist operations in South Vietnam.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,France,Algerian provisional government (PAG),NEGOTIATION,Preliminary secret contacts between representatives of France and the rebel Algerian provisional government may already have paved the way for high-level negotiations.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,France,Algeria,NEGOTIATION,France is 'on the verge of reaching a satisfactory agreement in Tunis.',0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,PAG,Algeria,AFFILIATION,The PAG is a political group in Algeria.,0.7
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,Tunisia,PAG,EVENT_LOCATION,Rebel forces are based in Tunisia.,0.7
