doc_id,source_id,paragraph_id,subject,date,model,local_id,label,type,location,description,confidence,node_key
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,event_0,Military reinforcement in Salvador,MilitaryAction,Salvador,Army and police units concentrated in the capital following the overthrow of the government.,0.7,2000182_CIA-RDP79T00975A005500220001-6::p4::event_0
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-23,gpt-4o-mini,event_1,French military action,MilitaryAction,Tunisian border,French military forces fired across the Tunisian border in response to artillery barrage from rebel forces.,0.7,2000182_CIA-RDP79T00975A005500220001-6::p4::event_1
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,event_0,Coup Announcement,Other,El Salvador,Colonel Portillo addressed the nation regarding the coup against Osorio and Communists,0.7,2000182_CIA-RDP79T00975A005500220001-6::p5::event_0
2000182_CIA-RDP79T00975A005500220001-6,CIA-RDP79T00975A005500220001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_1,Exile of Osorio,Other,El Salvador,Former President Osorio was announced to be exiled,0.7,2000182_CIA-RDP79T00975A005500220001-6::p5::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Contact with Communist forces,MilitaryAction,north of the Phou Khoun road junction,Government forces made contact with elements of the Communist forces controlling the junction.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p0::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_1,Enemy attack expected,Violence,Tha Thom,Government garrison at Tha Thom bracing for another enemy attack.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p0::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,event_2,Soviet transport flights,Travel,Peiping to North Vietnam,Two Soviet AN-12 heavy transports flew from Moscow to Peiping and then to North Vietnam.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p0::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Invasion of northern Kasai Province,MilitaryAction,Kasai Province,Pro-Lumumba forces are invading northern Kasai Province.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p1::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-06,gpt-4o-mini,event_1,Arms deal signed,PolicyAction,Moscow,Soviet-Indonesian arms deal signed for military equipment delivery.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p1::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-20,gpt-4o-mini,event_2,Public attack on Moscow,Speech,Albania,Albania publicly attacks Moscow’s foreign policies in an editorial.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p1::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p2,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Parliamentary Elections in Iran,Demonstration,Iran,Protests and demonstrations against the government's rigging of elections.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p2::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p2,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,King Saud's Political Maneuvering,PolicyAction,Saudi Arabia,King Saud attempts to bolster his position and avoid opposition from Nasir.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p2::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p2,CENTRAL INTELLIGENCE BULLETIN,30 January,gpt-4o-mini,event_2,Bourguiba's Initiative,Negotiation,Baghdad,Bourguiba requests postponement of Arab League conference for negotiations.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p2::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p2,CENTRAL INTELLIGENCE BULLETIN,30 January,gpt-4o-mini,event_3,Greece's EEC Negotiations,Negotiation,,Greece's association with the EEC hinges on the outcome of the meeting.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p2::event_3
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-16 to 1961-01-21,gpt-4o-mini,event_0,Meeting on oil export markets,Meeting,Caracas,A meeting where the Venezuelan Government attempted to reach an agreement with major oil exporting nations.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p3::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Government forces probing Communist defenses,MilitaryAction,junction of Routes 7 and 13,Government forces began probing the Communist defenses around a key position.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p4::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,event_1,Government forces take Muong Kassy,MilitaryAction,Muong Kassy,Government forces took control of Muong Kassy and established defensive positions.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p4::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_2,Reinforcements sent to road junction,MilitaryAction,road junction,Kong Le - Pathet Lao joint command is sending reinforcements to the road junction.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p4::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_0,Communist attacks on Tha Thom,Violence,"Tha Thom, Xieng Khouang Province",Two attacks launched by Communists on the government position at Tha Thom.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p5::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_1,King Savang receives Indian chairman,Meeting,Laos,King Savang was prepared to receive the Indian chairman of the International Control Commission.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p5::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,event_2,Soviet AN-12 transports arrive in Canton,Travel,Canton,Two Soviet AN-12 heavy transports arrived in Canton after leaving Moscow.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p5::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Invasion of Kasai Province,MilitaryAction,Kasai Province,"Pro-Lumumba forces from Kivu Province invaded Kasai Province, taking two large towns.",0.7,2000183_CIA-RDP79T00975A005500230001-5::p6::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p6,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Military Supply Operation,EconomicAction,Brussels,Belgian military officials purchasing munitions for shipment to Tshombe’s regime.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p6::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-01,gpt-4o-mini,event_2,Economic Decline in Leopoldville,EconomicAction,Leopoldville,A marked upswing in retail prices and economic activity slowdown observed in Leopoldville.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p6::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Soviet-Indonesian Arms Agreement,Negotiation,Indonesia,Agreement for arms purchases by Indonesia from the Soviet Union.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p7::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p7,CENTRAL INTELLIGENCE BULLETIN,January 1961,gpt-4o-mini,event_1,Visit to the Soviet Union,Travel,Soviet Union,Visit by General Nasution and Air Marshal Suryadarma to Moscow.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p7::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-20,gpt-4o-mini,event_2,Albanian Party Editorial,Communication,Albania,Editorial by Hoxha criticizing bloc policies.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p7::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p8,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Albanian delegation visit to Peiping,Travel,Peiping,High-level eight-man Albanian delegation visiting Peiping to renegotiate trade and aid agreements.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p8::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p8,CENTRAL INTELLIGENCE BULLETIN,August 1960,gpt-4o-mini,event_1,Iranian parliamentary elections,Other,Iran,Parliamentary elections in Iran that faced protests and were ultimately canceled.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p8::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p8,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Protests in Iran,Demonstration,Iran,Protests and violence reported during the Iranian parliamentary elections.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p8::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p9,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Iranian parliamentary elections,Other,Iran,Elections in Iran that are reported to be rigged,0.7,2000183_CIA-RDP79T00975A005500230001-5::p9::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p9,CENTRAL INTELLIGENCE BULLETIN,1960-12-21,gpt-4o-mini,event_1,King Saud's communication with Nasir,Communication,Saudi Arabia,King Saud sent a secret emissary to assure Nasir of the new government's nature,0.7,2000183_CIA-RDP79T00975A005500230001-5::p9::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p10,CENTRAL INTELLIGENCE BULLETIN,1958-03,gpt-4o-mini,event_0,Saud's withdrawal from leadership,Other,Saudi Arabia,Saud withdrew from active leadership after a bribery attempt was exposed.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p10::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p10,CENTRAL INTELLIGENCE BULLETIN,1960-12,gpt-4o-mini,event_1,Coup request by army officers,Other,Saudi Arabia,Dissident army officers requested UAR support for a coup against Saud.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p10::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p10,CENTRAL INTELLIGENCE BULLETIN,1958-10,gpt-4o-mini,event_2,Bourguiba's withdrawal from Arab League,Other,Arab League,"Bourguiba withdrew his representative from the Arab League, breaking relations with Cairo.",0.7,2000183_CIA-RDP79T00975A005500230001-5::p10::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p10,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_3,Conference proposal to Bourguiba,Other,Baghdad,Iraqi Premier Qasim and Jordanian King Husayn proposed that Tunisia attend a conference.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p10::event_3
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p11,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Meeting of Tunisian diplomats,Meeting,Middle East,Mokaddem is slated to chair a meeting of Tunisian diplomats.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p11::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p11,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_1,EEC Council of Ministers Meeting,Meeting,,Meeting where critical decisions on Greece's association with the EEC will be taken.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p11::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p12,CENTRAL INTELLIGENCE BULLETIN,1961-01-22,gpt-4o-mini,event_0,Seizure of Santa Maria,Other,unknown,The seizure of the privately-owned Portuguese luxury liner Santa Maria.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p12::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p12,CENTRAL INTELLIGENCE BULLETIN,1961-01-24,gpt-4o-mini,event_1,Government Alert,Other,Portugal,The Portuguese Government alerted its armed forces in response to the Santa Maria seizure.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p12::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p12,CENTRAL INTELLIGENCE BULLETIN,unknown,gpt-4o-mini,event_2,Coordination of Antiregime Plans,Other,"Brazil, Venezuela, and other areas in Latin America",Galvao and Delgado coordinating plans among Portuguese exiles.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p12::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p13,CENTRAL INTELLIGENCE BULLETIN,1958,gpt-4o-mini,event_0,Presidential election campaign,Other,African provinces,Delgado enjoyed considerable support during the campaign.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p13::event_0
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p13,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Seizure of the Santa Maria,Other,,"Involved a group of men, mostly Spaniards, dampening public admiration for Galvao.",0.7,2000183_CIA-RDP79T00975A005500230001-5::p13::event_1
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p13,CENTRAL INTELLIGENCE BULLETIN,October,gpt-4o-mini,event_2,National Assembly elections,Other,,Upcoming elections where factions may offer their own candidates.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p13::event_2
2000183_CIA-RDP79T00975A005500230001-5,CIA-RDP79T00975A005500230001-5,p13,CENTRAL INTELLIGENCE BULLETIN,early January 1961,gpt-4o-mini,event_3,Pneumonia attack,Other,,Salazar incurred a mild attack of pneumonia.,0.7,2000183_CIA-RDP79T00975A005500230001-5::p13::event_3
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p0,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Souvanna Phouma's planned departure,Travel,Xieng Khouang,Souvanna Phouma plans to leave for Xieng Khouang to head an opposition government.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p0::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p0,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Hammarskjold's request for troops,Communication,,Hammarskjold requests troops to replace those being withdrawn from Congo.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p0::event_1
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p0,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Nehru's communication with Hammarskjold,Communication,,Nehru informs Hammarskjold of his distress over the situation in Congo.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p0::event_2
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_0,Political conference speech,Speech,Leopoldville,President Kasavubu's opening speech at a political conference.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p1::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-20,gpt-4o-mini,event_1,Central committee plenum speech,Speech,Poland,Gomulka's speech interpreting the manifesto of the November 1960 conference.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p1::event_1
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_2,Political alliance formation,PolicyAction,"Milan, Italy",Alliance formed by Christian Democrats and Socialists in Milan.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p1::event_2
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_3,Santa Maria incident,Other,Brazil,Incident involving the ship Santa Maria and US actions.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p1::event_3
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_0,Souvanna's proposed return to Laos,Negotiation,Xieng Khouang,Souvanna Phouma agreed to a proposal to return to Laos to lead an opposition government.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p2::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,event_1,Departure of Phoumi Vongvichit,Travel,Phnom Penh,Phoumi Vongvichit left Phnom Penh aboard a Soviet IL-14.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p2::event_1
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_2,Expanded session of the Peace and Neutrality Committee,Meeting,Xieng Khouang,An expanded session of the committee was held with various participants.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p2::event_2
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_3,Soviet response delay,Communication,,USSR intends to delay its reply to the British proposal regarding the ICC.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p2::event_3
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,event_0,Postponement of ICC meeting,Meeting,Saigon,The Polish delegation engineered a postponement of a meeting of the ICC for Vietnam.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p3::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p3,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Irregular forces entering Laos,MilitaryAction,Laos,Chinese Nationalist irregular forces entered Laos at three points.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p3::event_1
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,event_2,Flight of military air transports,MilitaryAction,Kunming to southern Yunnan Province,Chinese Communist military air transports flew from Kunming to an airfield in southern Yunnan Province.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p3::event_2
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p3,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_3,Convoy of reinforcements,MilitaryAction,Phou Khoun,A 20-truck convoy of reinforcements for the enemy position at Phou Khoun.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p3::event_3
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-28,gpt-4o-mini,event_0,Soviet AN-12 arrival,Travel,Canton,"Two Soviet AN-12s arrived in Canton, with one continuing to Haiphong and returning.",0.7,2000184_CIA-RDP79T00975A005500240001-4::p4::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-26,gpt-4o-mini,event_1,Communication regarding troop replacements,Communication,Congo,The Sudanese foreign minister communicated concerns about troop withdrawals in the Congo.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p4::event_1
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-27,gpt-4o-mini,event_0,Conference of Congolese leaders,Meeting,Congo,First plenary session of a conference called by Kasavubu.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p5::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1960-11,gpt-4o-mini,event_0,Local elections in Italy,Other,Italy,Elections that failed to give the Christian Democratic government a majority in key cities.,0.7,2000184_CIA-RDP79T00975A005500240001-4::p6::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p7,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Milan city administration participation,Negotiation,Milan,Nenni indicated participation contingent on Socialist acceptance in Milan Province government,0.7,2000184_CIA-RDP79T00975A005500240001-4::p7::event_0
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1960-01,gpt-4o-mini,event_1,Cabinet crisis of January 1960,PolicyAction,,Liberals withdrew support causing a lengthy cabinet crisis,0.7,2000184_CIA-RDP79T00975A005500240001-4::p7::event_1
2000184_CIA-RDP79T00975A005500240001-4,CIA-RDP79T00975A005500240001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-03-16 to 1961-03-19,gpt-4o-mini,event_2,Socialist party congress,Meeting,,Expected congress where Nenni needs to justify his political moves,0.7,2000184_CIA-RDP79T00975A005500240001-4::p7::event_2
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_0,Soviet airlift operations,MilitaryAction,Laos,Soviet airlift operations supporting pro-Communist Laotian forces.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p0::event_0
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p0,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Conflict in Congo,Violence,Congo,Mobutu's troops repulsed by pro-Lumumba forces.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p0::event_1
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p0,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Diplomatic relations agreement,PolicyAction,,Republic of Mali agrees to diplomatic relations with Mongolia.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p0::event_2
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-30,gpt-4o-mini,event_0,Policy Speech,Speech,Japan,Prime Minister Ikeda's speech to the Diet regarding improved relations with Communist China.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p1::event_0
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-25,gpt-4o-mini,event_0,Establishment of diplomatic relations,Negotiation,Ulan Bator,Mongolia and the Republic of Mali agreed to establish diplomatic relations.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p2::event_0
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-31,gpt-4o-mini,event_1,Cabinet announcement,PolicyAction,Brazil,"Janio Quadros announced his cabinet, aimed at ensuring political support.",0.7,2000185_CIA-RDP79T00975A005500250001-3::p2::event_1
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-29,gpt-4o-mini,event_0,Notice to French Ambassador,Communication,Seno military base,The Boun Oum government notified the French Ambassador about the takeover of the French base.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p3::event_0
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-31,gpt-4o-mini,event_1,Military movement towards Phou Khoun,MilitaryAction,Phou Khoun,"A government column of approximately 1,300 men is moving towards Phou Khoun.",0.7,2000185_CIA-RDP79T00975A005500250001-3::p3::event_1
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p4,CENTRAL INTELLIGENCE BULLETIN,December 1960,gpt-4o-mini,event_0,Airlift Operations,MilitaryAction,Laos,The USSR began airlift operations to support pro-Communist forces in Laos at the request of Souvanna Phouma.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p4::event_0
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961,gpt-4o-mini,event_1,Japan's Closer Relations with Communist China,Communication,Japan,Japanese Prime Minister Hayato Ikeda is developing a program to promote friendlier ties with Communist China.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p4::event_1
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p5,CENTRAL INTELLIGENCE BULLETIN,1958-05,gpt-4o-mini,event_0,Trade relations break off,EconomicAction,Peiping,Peiping broke off trade relations with Japan after the Kishi government refused to grant official sanction for the Chinese flag.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p5::event_0
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p5,CENTRAL INTELLIGENCE BULLETIN,July 1960,gpt-4o-mini,event_1,Lifting of trade ban,EconomicAction,Peiping,Peiping lifted its total ban on trade with Japan to allow the export of specialized foodstuffs.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p5::event_1
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p5,CENTRAL INTELLIGENCE BULLETIN,January 1961,gpt-4o-mini,event_2,Inquiries about trade exchange,EconomicAction,Peiping,Chinese inquiries about exchanging important goods with Japan.,0.7,2000185_CIA-RDP79T00975A005500250001-3::p5::event_2
2000185_CIA-RDP79T00975A005500250001-3,CIA-RDP79T00975A005500250001-3,p6,CENTRAL INTELLIGENCE BULLETIN,early December,gpt-4o-mini,event_0,Barter Agreement,Negotiation,Cyprus,Agreement between Cyprus and the USSR for the exchange of raisins for cement and lumber,0.7,2000185_CIA-RDP79T00975A005500250001-3::p6::event_0
