node_key,degree
CANONICAL_ENTITY:GOVERNOR_HARDING,20
CANONICAL_ENTITY:GRAND_MUFTI_OF_JERUSALEM,9
CANONICAL_ENTITY:HILALI,49
CANONICAL_ENTITY:KHYBER_PASS,2
CANONICAL_ENTITY:KONSTANTIN_PETUKHOV,4
CANONICAL_ENTITY:LAOTIAN_POLITICAL_CRISIS,2
CANONICAL_ENTITY:LEBANESE_COMMANDO_SQUAD,5
CANONICAL_ENTITY:LEBANESE_GOVERNMENT,23
CANONICAL_ENTITY:MASUD_ANSARI,43
CANONICAL_ENTITY:MENDES_FRANCES_REPUBLICAN_FRONT,3
CANONICAL_ENTITY:MORINIGO,3
CANONICAL_ENTITY:NATIONAL_CONFERENCE,14
CANONICAL_ENTITY:PAKISTANI_REGIME,5
CANONICAL_ENTITY:PARAGUAYAN_GOVERNMENT,19
CANONICAL_ENTITY:POLISH_FREIGHTERS,2
CANONICAL_ENTITY:POTSDAM,15
CANONICAL_ENTITY:PRIME_MINISTER_NOON,44
CANONICAL_ENTITY:RICHARDS_MISSION,7
CANONICAL_ENTITY:SAHIB_SALAAM,6
CANONICAL_ENTITY:SELIM_SARPER,6
CANONICAL_ENTITY:SOCIETE_NATIONALE_DES_PETROLES_DU_LANGUEDOC_MEDITERRANEEN,6
CANONICAL_ENTITY:SOVIET_PROJECTS,1
CANONICAL_ENTITY:SYRIAN_ARMY,77
CANONICAL_ENTITY:TRIBAL_DISORDERS,1
CANONICAL_ENTITY:YURY_MAKSAREV,6
EVENT_CLUSTER:2505,20
EVENT_CLUSTER:2555,9
EVENT_CLUSTER:2562,12
EVENT_CLUSTER:3112,8
EVENT_CLUSTER:3113,8
EVENT_CLUSTER:3186,10
EVENT_CLUSTER:3187,10
EVENT_CLUSTER:346,9
EVENT_CLUSTER:365,15
EVENT_CLUSTER:4893,11
EVENT_CLUSTER:4936,9
EVENT_CLUSTER:6003,6
EVENT_CLUSTER:646,8
EVENT_CLUSTER:912,7
EVENT_CLUSTER:913,33
EVENT_CLUSTER:914,7
CANONICAL_ENTITY:AFGHAN_INCURSION,1
CANONICAL_ENTITY:AFGHAN_MINISTER_OF_MINES,1
CANONICAL_ENTITY:AFGHAN_PRESS,7
CANONICAL_ENTITY:VICE_PRESIDENT_CHANG_MYON,10
EVENT_CLUSTER:4508,9
EVENT_CLUSTER:4509,9
CANONICAL_ENTITY:AFGHAN_PARLIAMENT,7
EVENT_CLUSTER:2475,17
CANONICAL_ENTITY:AFGHAN_POLITICS,1
CANONICAL_ENTITY:AFGHAN_UZBEKS,13
CANONICAL_ENTITY:HAZARA_TRIBAL_LEADERS,3
CANONICAL_ENTITY:INDIAN_AIR_FORCE,8
CANONICAL_ENTITY:INDIAN_ARMY,12
CANONICAL_ENTITY:INDIAN_NAVY,10
CANONICAL_ENTITY:MOGUL_BAND,3
EVENT_CLUSTER:1054,12
CANONICAL_ENTITY:AFLAQ_GROUP,1
CANONICAL_ENTITY:RIMAWI,16
CANONICAL_ENTITY:CTC,14
EVENT_CLUSTER:4569,17
CANONICAL_ENTITY:AFRICA,24
CANONICAL_ENTITY:BUGANDA,31
CANONICAL_ENTITY:THIRD_ALL_AFRICAN_PEOPLES_CONFERENCE,14
CANONICAL_ENTITY:AFRICANS,10
CANONICAL_ENTITY:ALBERT_LUTHULI,20
CANONICAL_ENTITY:MONCKTON_COMMISSION,9
CANONICAL_ENTITY:RED_FLAG,24
CANONICAL_ENTITY:AFRICAN_BLOC,1
CANONICAL_ENTITY:AFRICAN_CONFERENCE,1
CANONICAL_ENTITY:FRENCH_RELATIONS,1
CANONICAL_ENTITY:AFRICAN_DELEGATES,1
CANONICAL_ENTITY:NORTHERN_RHODESIA,18
CANONICAL_ENTITY:AFRICAN_DEMOCRATIC_RALLY,19
CANONICAL_ENTITY:AFRICAN_REGROUPMENT_PARTY,4
CANONICAL_ENTITY:DAHOMEY,17
CANONICAL_ENTITY:FRENCH_SOMALILAND,8
CANONICAL_ENTITY:FRENCH_SUDAN,2
CANONICAL_ENTITY:GARCIA_ADMINISTRATION,8
CANONICAL_ENTITY:NIGER,15
CANONICAL_ENTITY:UPPER_VOLTA,5
EVENT_CLUSTER:808,22
CANONICAL_ENTITY:AFRICAN_GRIEVANCES,1
CANONICAL_ENTITY:ALL_AFRICAN_TRADE_UNION_FEDERATION,4
CANONICAL_ENTITY:LOPEZ_MATEOS_GOVERNMENT,6
CANONICAL_ENTITY:NATIONAL_ACTION_COUNCIL,4
CANONICAL_ENTITY:AFRICAN_LEADERS,2
CANONICAL_ENTITY:AFRICAN_MEMBERS_OF_THE_COMMUNITY,5
CANONICAL_ENTITY:ASSOCIATION_WITH_FRANCE,1
CANONICAL_ENTITY:EUROPEAN_SETTLERS,11
CANONICAL_ENTITY:NATIONALISTS_IN_FRANCE,5
CANONICAL_ENTITY:AFRICAN_NATIONALISM,1
CANONICAL_ENTITY:AFRICAN_NATIONALISTS,23
CANONICAL_ENTITY:AMERICAN_CONSULATE_GENERAL,56
CANONICAL_ENTITY:DUNCAN_ISLAND,4
CANONICAL_ENTITY:EUROPE,11
CANONICAL_ENTITY:KENYAN_AUTONOMY_TALKS,1
CANONICAL_ENTITY:PARACEL_ISLANDS,7
CANONICAL_ENTITY:PATTLE_ISLAND,5
EVENT_CLUSTER:4209,16
CANONICAL_ENTITY:AFRICAN_NATIONALIST_GROUPS,1
CANONICAL_ENTITY:AFRICAN_NATIONALIST_LEADERS,1
CANONICAL_ENTITY:AFRICAN_NATIONALIST_MOVEMENT,1
CANONICAL_ENTITY:AFRICAN_NATIONALIST_ORGANIZATIONS,1
CANONICAL_ENTITY:BAGHDAD_MILITARY_COURT,17
CANONICAL_ENTITY:BANK_OF_CHINA,14
CANONICAL_ENTITY:BRITISH_COLONIAL_OFFICE,75
CANONICAL_ENTITY:COLORED_COMMUNITY,6
CANONICAL_ENTITY:DEIST,4
CANONICAL_ENTITY:ERLER,4
CANONICAL_ENTITY:HAINAN_ISLAND,33
CANONICAL_ENTITY:ITALIAN_TRUST_TERRITORY_OF_SOMALIA,8
CANONICAL_ENTITY:JAMES_GICHURU,8
CANONICAL_ENTITY:KAHAMA,2
CANONICAL_ENTITY:KENYA_AFRICAN_NATIONAL_UNION,16
CANONICAL_ENTITY:MACLEOD,17
CANONICAL_ENTITY:SIR_RICHARD_TURNBULL,2
CANONICAL_ENTITY:SOUTH_AFRICAN_POLICE,4
CANONICAL_ENTITY:UNIONS_DEFENSE_MINISTRY,3
EVENT_CLUSTER:4319,26
EVENT_CLUSTER:4320,12
EVENT_CLUSTER:4321,12
EVENT_CLUSTER:4400,14
EVENT_CLUSTER:4401,8
EVENT_CLUSTER:4904,19
EVENT_CLUSTER:4949,8
EVENT_CLUSTER:5879,9
EVENT_CLUSTER:728,14
CANONICAL_ENTITY:AFRICAN_NATIONS_CONFERENCE,2
CANONICAL_ENTITY:AFRICAN_POLITICAL_PARTY,12
CANONICAL_ENTITY:PRIME_MINISTER_WHITEHEAD,8
CANONICAL_ENTITY:SOUTHERN_RHODESIA,52
CANONICAL_ENTITY:AFRICAN_POPULATION,1
CANONICAL_ENTITY:AFRICAN_PROVINCES,1
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_NATIONAL_INDEPENDENCE_OF_PORTUGUESE_COLONIES,17
CANONICAL_ENTITY:CAPE_VERDE,7
CANONICAL_ENTITY:CUBAN_COMMUNISTS_POPULAR_SOCIALIST_PARTY,8
CANONICAL_ENTITY:LUCIO_LARA,5
CANONICAL_ENTITY:PORTUGUESE_COMMUNISTS,1
CANONICAL_ENTITY:UNION_OF_THE_ANGOLAN_PEOPLE,9
EVENT_CLUSTER:5573,5
EVENT_CLUSTER:5735,7
CANONICAL_ENTITY:AFRICAN_REVOLUTIONARY_FRONT_FOR_THE_NATIONAL_INDEPENDENCE_OF_PORTUGUESE_COLONIES_FRAIN,8
CANONICAL_ENTITY:MONSIGNOR_MANUEL_MENDES_DAS_NEVES,5
EVENT_CLUSTER:5768,18
CANONICAL_ENTITY:NATIONAL_CONGOLESE_MOVEMENT_MNC,3
CANONICAL_ENTITY:AFRICAN_SUMMIT_CONFERENCE,11
CANONICAL_ENTITY:OLYMPIO,2
CANONICAL_ENTITY:TOURE,5
CANONICAL_ENTITY:AFRICAN_UPRISINGS,1
CANONICAL_ENTITY:AFRICA_FREEDOM_DAY,9
CANONICAL_ENTITY:NATIONAL_LEGISLATIVE_ASSEMBLY,8
EVENT_CLUSTER:4662,25
CANONICAL_ENTITY:ALGERIAN_REBEL_GOVERNMENT,106
CANONICAL_ENTITY:ANTONIO_PINTO_BARBOSA,2
CANONICAL_ENTITY:BORIS_VELCHEV,7
CANONICAL_ENTITY:DR_MARCELLO_CAETANO,8
CANONICAL_ENTITY:IKEDA_GOVERNMENT,34
CANONICAL_ENTITY:LIU_HSIAO,4
CANONICAL_ENTITY:NKRUMAH_GOVERNMENT,3
CANONICAL_ENTITY:PIDE,2
CANONICAL_ENTITY:STANKO_TODOROV,4
CANONICAL_ENTITY:TANO_TSOLOV,4
CANONICAL_ENTITY:WARSAW_TALKS,4
CANONICAL_ENTITY:ZHIVKOV,11
EVENT_CLUSTER:4771,15
EVENT_CLUSTER:4928,4
EVENT_CLUSTER:5254,9
EVENT_CLUSTER:5316,15
EVENT_CLUSTER:5317,15
EVENT_CLUSTER:5318,15
CANONICAL_ENTITY:AFRO_ASIAN_CONFERENCE,82
CANONICAL_ENTITY:ALMA_ATA,3
CANONICAL_ENTITY:BANGKOK_CONFERENCE,7
CANONICAL_ENTITY:BULGANIN_GOVERNMENT,3
CANONICAL_ENTITY:BURMESE_AMBASSADOR,60
CANONICAL_ENTITY:CHITA,3
CANONICAL_ENTITY:CHKALOV,2
CANONICAL_ENTITY:COLOMBO_POWERS,15
CANONICAL_ENTITY:HATOYAMA_GOVERNMENT,37
CANONICAL_ENTITY:INDONESIAN_AMBASSADOR,17
CANONICAL_ENTITY:KUIBYSHEV,6
CANONICAL_ENTITY:MASAYUKI_TANI,2
CANONICAL_ENTITY:MIG_17,6
CANONICAL_ENTITY:NORTH_AFRICA,26
CANONICAL_ENTITY:OGATA,18
CANONICAL_ENTITY:OKUMURA,6
CANONICAL_ENTITY:PILLAI,19
CANONICAL_ENTITY:PRESIDENT_KENNEDY,27
CANONICAL_ENTITY:PRIME_MINISTER_HATOYAMA,15
CANONICAL_ENTITY:SKOGA,9
CANONICAL_ENTITY:SOUTH_URAL,2
CANONICAL_ENTITY:TAKASAKI,3
CANONICAL_ENTITY:TIANG_SIRIKHAN,11
EVENT_CLUSTER:166,88
EVENT_CLUSTER:1987,19
EVENT_CLUSTER:2161,10
EVENT_CLUSTER:2171,10
EVENT_CLUSTER:2224,15
EVENT_CLUSTER:448,18
EVENT_CLUSTER:469,50
CANONICAL_ENTITY:AFRO_ASIAN_CONFERENCE_INVITATION,1
CANONICAL_ENTITY:AFRO_ASIAN_COUNTRIES,11
CANONICAL_ENTITY:AIR_CHIEF_MARSHAL_CHALERMKIAT,7
CANONICAL_ENTITY:KING_OF_THAILAND,9
EVENT_CLUSTER:5076,20
EVENT_CLUSTER:5078,8
CANONICAL_ENTITY:AMBASSADOR_TREVELYAN,16
CANONICAL_ENTITY:IBRAHIM,54
CANONICAL_ENTITY:NEPALI_CONGRESS,37
CANONICAL_ENTITY:PRIME_MINISTER_NE_WIN,4
CANONICAL_ENTITY:AFRO_ASIAN_PEOPLES_SOLIDARITY_CONFERENCE,32
CANONICAL_ENTITY:BRITISH_PROTECTORATE,3
CANONICAL_ENTITY:AFRO_ASIAN_PLAN,1
CANONICAL_ENTITY:ECUADOREAN_GOVERNMENT,5
CANONICAL_ENTITY:FINANCE_MINISTER_HADID,7
CANONICAL_ENTITY:NATIONAL_DEMOCRATIC_PARTY,52
EVENT_CLUSTER:10,40
EVENT_CLUSTER:4368,6
EVENT_CLUSTER:4577,10
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_CONFERENCE,49
CANONICAL_ENTITY:ANWAR_SADAT,35
CANONICAL_ENTITY:BAGRAMYAN,7
CANONICAL_ENTITY:CONAKRY_GUINEA,3
CANONICAL_ENTITY:EGYPTIAN_DELEGATION,4
CANONICAL_ENTITY:INTERNATIONAL_COURT_OF_JUSTICE,58
CANONICAL_ENTITY:MASAN,13
CANONICAL_ENTITY:SEOUL,73
CANONICAL_ENTITY:SH_R_RASHIDOV,3
EVENT_CLUSTER:3815,11
CANONICAL_ENTITY:LAOTIAN_KINGDOM,4
CANONICAL_ENTITY:UNION_GOVERNMENT,4
CANONICAL_ENTITY:XIENG_KHOUANG,73
EVENT_CLUSTER:1290,15
EVENT_CLUSTER:5682,9
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_ORGANIZATION,13
CANONICAL_ENTITY:AKO_ADJEI,4
CANONICAL_ENTITY:COLONEL_TRINQUIER,27
CANONICAL_ENTITY:KONG_LE_PATHET_LAO,114
EVENT_CLUSTER:5483,21
EVENT_CLUSTER:5484,21
CANONICAL_ENTITY:AFRO_SHIRAZI_PARTY,9
CANONICAL_ENTITY:EAST_AFRICAN_FEDERATION,8
CANONICAL_ENTITY:SHEIK_MUHAMED_SHAMTE,8
CANONICAL_ENTITY:ZANZIBAR_AND_PEMBA_PEOPLES_PARTY,11
EVENT_CLUSTER:1603,14
CANONICAL_ENTITY:AFRO_SHIRAZI_PARTY_ASP,12
CANONICAL_ENTITY:TEMI_SEJKO,9
CANONICAL_ENTITY:UNG_VAN_KHIEM,9
EVENT_CLUSTER:5965,9
EVENT_CLUSTER:5966,9
CANONICAL_ENTITY:AFSHAN,12
EVENT_CLUSTER:5212,14
CANONICAL_ENTITY:AF_OF_L,7
CANONICAL_ENTITY:BELGIAN_PRIME_MINISTER,19
CANONICAL_ENTITY:FIGHTING_DEMOCRACY,10
CANONICAL_ENTITY:SOCIALIST_FEDERATION_OF_LABOR,4
EVENT_CLUSTER:886,11
CANONICAL_ENTITY:AGADIR_PROVINCE,12
CANONICAL_ENTITY:SIBIR_CLASS_SHIPS,7
CANONICAL_ENTITY:UNITED_OIL_COMPANY,8
EVENT_CLUSTER:5687,9
CANONICAL_ENTITY:AGENCE_FRANCE_PRESSE,19
CANONICAL_ENTITY:AL_AHRAM,19
CANONICAL_ENTITY:IRANIAN_OIL_COMMISSION,15
CANONICAL_ENTITY:SADIQ,3
CANONICAL_ENTITY:WILLIAM_OATIS,9
EVENT_CLUSTER:137,9
CANONICAL_ENTITY:AGFA_FILM_FACTORY,12
CANONICAL_ENTITY:CZECH_PRIME_MINISTER_SIROKY,3
CANONICAL_ENTITY:HERBERT_HOOVER_JR,21
CANONICAL_ENTITY:JAN_HVASTA,3
CANONICAL_ENTITY:AGITATORS,2
CANONICAL_ENTITY:BOLIVAR_VALLARINO,43
CANONICAL_ENTITY:AGRARIANS,15
CANONICAL_ENTITY:COMMUNIST_FRONT_PARTY,6
CANONICAL_ENTITY:RUMANIAN_AUTHORITIES,5
EVENT_CLUSTER:116,61
EVENT_CLUSTER:2152,12
CANONICAL_ENTITY:AGRARIAN_GOVERNMENT,12
CANONICAL_ENTITY:CYPRIOT_GOVERNMENT,4
CANONICAL_ENTITY:DENKTASH,2
CANONICAL_ENTITY:AGRARIAN_INSTITUTE,7
EVENT_CLUSTER:3208,85
EVENT_CLUSTER:4347,6
CANONICAL_ENTITY:BEBLER,65
CANONICAL_ENTITY:BURMESE_CHAMBER_OF_DEPUTIES,4
CANONICAL_ENTITY:FAGERHOLM,12
CANONICAL_ENTITY:FINNISH_PEOPLES_DEMOCRATIC_LEAGUE,4
CANONICAL_ENTITY:FRENCH_MILITARY_BASE_AT_SENO,3
CANONICAL_ENTITY:RADIO_FREE_YUGOSLAVIA,3
CANONICAL_ENTITY:AGRARIAN_REFORM,1
CANONICAL_ENTITY:AGRARIAN_REFORM_BILL,3
CANONICAL_ENTITY:GUATEMALAN_CONSTITUTION_OF_1945,6
CANONICAL_ENTITY:NATIONAL_CONGRESS,6
CANONICAL_ENTITY:PRESIDENT_ARBENZ,55
CANONICAL_ENTITY:AGRARIAN_REFORM_LAW,1
CANONICAL_ENTITY:AGRARIAN_SOCIAL_DEMOCRATIC_CABINET,7
CANONICAL_ENTITY:AGREEMENT,2
CANONICAL_ENTITY:AGREEMENT_ON_FOREIGN_MISSIONS,1
CANONICAL_ENTITY:AGREEMENT_ON_NUCLEAR_COOPERATION,2
CANONICAL_ENTITY:AGRICULTURAL_BANK,14
CANONICAL_ENTITY:INVESTMENT_BANK,5
CANONICAL_ENTITY:KIEV,7
CANONICAL_ENTITY:MINISTRY_OF_AGRICULTURE,7
CANONICAL_ENTITY:VLADIMIR_MYLARSHCHIKOV,5
EVENT_CLUSTER:362,40
EVENT_CLUSTER:4294,29
CANONICAL_ENTITY:AGRICULTURAL_BILL,1
CANONICAL_ENTITY:AGRICULTURAL_OUTPUT,1
CANONICAL_ENTITY:AHADAN,11
CANONICAL_ENTITY:ITALIAN_OIL_INDUSTRY,3
CANONICAL_ENTITY:PERMANENT_UNDER_SECRETARY_STRANG,3
CANONICAL_ENTITY:SHAIBA_FIELD,2
CANONICAL_ENTITY:SUEZ_CANAL_ZONE,21
CANONICAL_ENTITY:AL_RAID,6
CANONICAL_ENTITY:BAMILEKE_TRIBE,9
CANONICAL_ENTITY:CAMEROUN_GOVERNMENT,10
CANONICAL_ENTITY:FELIX_MOUMIE,12
CANONICAL_ENTITY:NATIONAL_REVOLUTIONARY_MOVEMENT,20
CANONICAL_ENTITY:OKALA,3
CANONICAL_ENTITY:UNION_OF_THE_CAMEROONS_POPULATION,12
CANONICAL_ENTITY:UNITED_STATES_AIR_FORCE,20
CANONICAL_ENTITY:UNITED_STATES_MARINE_CORPS,5
CANONICAL_ENTITY:UNITED_STATES_NAVY,4
CANONICAL_ENTITY:UNIVERSITY_OF_PANAMA,5
CANONICAL_ENTITY:US_MILITARY_AID,4
CANONICAL_ENTITY:YAOUNDE,3
EVENT_CLUSTER:4438,14
EVENT_CLUSTER:4799,6
EVENT_CLUSTER:5028,9
EVENT_CLUSTER:710,51
CANONICAL_ENTITY:AHIDJO_REGIME,12
CANONICAL_ENTITY:SKDL,10
CANONICAL_ENTITY:SUKSELAINEN,11
CANONICAL_ENTITY:TERRORISTS,3
EVENT_CLUSTER:5073,15
CANONICAL_ENTITY:AHMADIYA,13
CANONICAL_ENTITY:GENERAL_ALESSANDRI,21
CANONICAL_ENTITY:KASHMIR,71
CANONICAL_ENTITY:NAZIMUDDIN,16
CANONICAL_ENTITY:AHMAD_HUSAIN,11
CANONICAL_ENTITY:MUONG_PEUN,14
EVENT_CLUSTER:2407,8
EVENT_CLUSTER:2408,8
EVENT_CLUSTER:545,78
CANONICAL_ENTITY:AHMAD_HUSAYN,12
CANONICAL_ENTITY:ALI_MAHER,154
CANONICAL_ENTITY:AUSTRIAN_CHANCELLOR,15
CANONICAL_ENTITY:AUSTRIAN_VICE_CHANCELLOR,2
CANONICAL_ENTITY:GIFFORD,7
CANONICAL_ENTITY:WESTERN_HIGH_COMMISSIONERS,10
CANONICAL_ENTITY:AHMAD_HUSSEIN,14
CANONICAL_ENTITY:LEON_VALENCIA,9
CANONICAL_ENTITY:MUSTAFA_KAMIL,4
EVENT_CLUSTER:3961,14
CANONICAL_ENTITY:AHMAD_QAVAM,30
CANONICAL_ENTITY:BRANKO_BABIC,4
CANONICAL_ENTITY:PARLIAMENT,18
EVENT_CLUSTER:659,64
EVENT_CLUSTER:889,9
CANONICAL_ENTITY:AHMAD_SHUQAYRI,15
CANONICAL_ENTITY:BANDUNG,34
CANONICAL_ENTITY:AHMEDABAD,14
CANONICAL_ENTITY:BOMBAY_STATE,12
EVENT_CLUSTER:2731,73
CANONICAL_ENTITY:THERMODYNAMICS_LABORATORY,4
CANONICAL_ENTITY:UNITED_STATES_GOVERNMENT,43
EVENT_CLUSTER:2782,8
CANONICAL_ENTITY:AHMED_FRANCIS,11
CANONICAL_ENTITY:AMBASSADOR_CABOT,24
CANONICAL_ENTITY:BELKACEM_KRIM,37
CANONICAL_ENTITY:CITY_BANK,2
CANONICAL_ENTITY:INTERMINISTERIAL_WAR_COMMITTEE,2
CANONICAL_ENTITY:LAKHDAR_BEN_TOBBAL,3
CANONICAL_ENTITY:MOHAMMED_YAZID,3
EVENT_CLUSTER:5699,10
CANONICAL_ENTITY:AHMED_HUSSEIN_PASHA,12
CANONICAL_ENTITY:BUSHERI,4
CANONICAL_ENTITY:COLONEL_SELO,17
CANONICAL_ENTITY:US_AMBASSADOR_IN_CAIRO,23
EVENT_CLUSTER:607,12
CANONICAL_ENTITY:AHMED_KORUR,6
CANONICAL_ENTITY:AHMED_NAGIB_HILALI_PASHA,10
CANONICAL_ENTITY:ARMY_CHIEF_OF_STAFF,15
CANONICAL_ENTITY:IRANIAN_COUNCIL_OF_MINISTERS,6
CANONICAL_ENTITY:AHMED_REDA_GUEDIRA,32
CANONICAL_ENTITY:BOUSSOUF,8
CANONICAL_ENTITY:FES,3
CANONICAL_ENTITY:GENERAL_UNION_OF_MOROCCAN_WORKERS_UGTM,3
CANONICAL_ENTITY:MARRAKECH,5
CANONICAL_ENTITY:MOROCCAN_MINISTER_OF_JUSTICE_TORRES,2
CANONICAL_ENTITY:TANGIER,19
EVENT_CLUSTER:53,39
EVENT_CLUSTER:5435,20
EVENT_CLUSTER:6014,6
CANONICAL_ENTITY:AHMED_SHUQUAIRE,12
CANONICAL_ENTITY:PADANG,43
CANONICAL_ENTITY:PARIAMAN,3
EVENT_CLUSTER:3947,18
CANONICAL_ENTITY:BELGIAN_TROOPS,40
CANONICAL_ENTITY:CONGRESS_MEETING,3
CANONICAL_ENTITY:MIDDLE_EAST,26
CANONICAL_ENTITY:M_H_LUKMAN,3
CANONICAL_ENTITY:SAKIRMAN,4
CANONICAL_ENTITY:US_JAPANESE_SECURITY_TREATY,20
EVENT_CLUSTER:4741,9
EVENT_CLUSTER:5102,8
EVENT_CLUSTER:5130,11
CANONICAL_ENTITY:AIKEN,9
CANONICAL_ENTITY:IRELAND,8
CANONICAL_ENTITY:AIRCRAFT_SIGHTINGS,2
CANONICAL_ENTITY:NINE_JET_BOMBERS,2
CANONICAL_ENTITY:SIX_UNIDENTIFIED_MEDIUM_BOMBERS,1
CANONICAL_ENTITY:AIR_ATTACKS,1
CANONICAL_ENTITY:CENTRAL_GOVERNMENT_FORCES,2
CANONICAL_ENTITY:AIR_FORCE_COMMANDER,13
CANONICAL_ENTITY:DAI_VIET_PARTY,7
CANONICAL_ENTITY:KIVU_PROVINCE,47
EVENT_CLUSTER:5457,16
CANONICAL_ENTITY:AIR_FORCE_MOBILE_INFANTRY_UNIT,1
CANONICAL_ENTITY:AIR_FRANCE,8
CANONICAL_ENTITY:FRANZ_DAHLEM,6
CANONICAL_ENTITY:AIR_FRANCES_CARAVELLE,7
CANONICAL_ENTITY:VIETNAMESE_PRESS,4
CANONICAL_ENTITY:AMBASSADOR_WAILES,34
CANONICAL_ENTITY:GENERAL_JUAN_RIBAS,4
CANONICAL_ENTITY:HUNGARIAN_CENTRAL_COMMITTEE,18
CANONICAL_ENTITY:ISTVAN_KOVACS,14
CANONICAL_ENTITY:JANOS_KADAR,45
CANONICAL_ENTITY:RAKOSI,85
CANONICAL_ENTITY:SANDOR_NOGRADI,10
CANONICAL_ENTITY:SZALAI,4
EVENT_CLUSTER:2828,12
CANONICAL_ENTITY:AIR_MARSHAL_MUKERJEE,8
CANONICAL_ENTITY:JACQUES_CHEVALLIER,18
EVENT_CLUSTER:2595,7
CANONICAL_ENTITY:AIR_MINISTER_FLEUISS,11
CANONICAL_ENTITY:BRAZILIAN_FOREIGN_MINISTRY,18
CANONICAL_ENTITY:BRAZILIAN_MILITARY,15
CANONICAL_ENTITY:CHINESE_COMMUNIST_OPERA_COMPANY,6
CANONICAL_ENTITY:GENERAL_AMARANTE,4
CANONICAL_ENTITY:WAR_MINISTER_LOTT,6
EVENT_CLUSTER:3012,9
CANONICAL_ENTITY:AIR_MINISTER_KRAUSE,13
CANONICAL_ENTITY:FRANCOIS_DUVALIER,33
CANONICAL_ENTITY:GSFG,13
CANONICAL_ENTITY:JOSEPH_NEMOURS_PIERRE_LOUIS,3
CANONICAL_ENTITY:PAUL_MAGLOIRE,24
CANONICAL_ENTITY:SUWIRJO,24
EVENT_CLUSTER:3440,16
CANONICAL_ENTITY:AIX_LES_BAINS,7
CANONICAL_ENTITY:MOROCCAN_LEADERS,6
CANONICAL_ENTITY:PIERRE_JULY,6
EVENT_CLUSTER:2413,19
CANONICAL_ENTITY:AJLUNI,13
CANONICAL_ENTITY:HO_FENG_SHANG,5
CANONICAL_ENTITY:INTERNATIONAL_BANK,52
EVENT_CLUSTER:2843,18
CANONICAL_ENTITY:A_K_GOPALAN,7
CANONICAL_ENTITY:BARAUNI,4
CANONICAL_ENTITY:CUBAN_AMERICAN_NICKEL_COMPANY,4
CANONICAL_ENTITY:CUBAN_NATIONAL_ECONOMIC_COUNCIL,4
CANONICAL_ENTITY:ERNESTO_GUEVARA,24
CANONICAL_ENTITY:HABIB_BOURGUIBA_JR,7
CANONICAL_ENTITY:IRAQI_ARMY,40
CANONICAL_ENTITY:IRAQI_SOVEREIGNTY_COUNCIL,2
CANONICAL_ENTITY:LT_GEN_RUBAI,3
CANONICAL_ENTITY:NAMBOODIRIPAD,8
CANONICAL_ENTITY:RADIO_BAGHDAD,6
CANONICAL_ENTITY:YI_CHONG_CHAN,14
EVENT_CLUSTER:1026,36
EVENT_CLUSTER:4584,8
EVENT_CLUSTER:4586,16
EVENT_CLUSTER:4587,16
EVENT_CLUSTER:4588,10
EVENT_CLUSTER:4589,10
EVENT_CLUSTER:4641,12
EVENT_CLUSTER:4668,7
EVENT_CLUSTER:4988,7
EVENT_CLUSTER:5812,7
CANONICAL_ENTITY:AKAGI,27
CANONICAL_ENTITY:TAPANULI,16
CANONICAL_ENTITY:AKAHATA,12
CANONICAL_ENTITY:JAPANESE_COMMUNIST_PARTY,31
CANONICAL_ENTITY:NATIONAL_CONGO_MOVEMENT,9
CANONICAL_ENTITY:ORIENTALE_PROVINCE,27
EVENT_CLUSTER:5231,13
CANONICAL_ENTITY:AKASH_ZABIN,13
CANONICAL_ENTITY:AKIF_FAYIZ,22
CANONICAL_ENTITY:HABES_MAJALLI,2
CANONICAL_ENTITY:TANGANYIKA,18
CANONICAL_ENTITY:DEMOCRATIC_UNION,4
CANONICAL_ENTITY:JOHN_CLERIDES,5
CANONICAL_ENTITY:PANCYPRIAN_FIGHTERS_ASSOCIATION,8
CANONICAL_ENTITY:PATRIOTIC_FRONT,25
EVENT_CLUSTER:5450,8
CANONICAL_ENTITY:AKHAVI,14
CANONICAL_ENTITY:AMBASSADOR_STEVENSON,149
CANONICAL_ENTITY:AKHBAR_AL_YAWM,8
EVENT_CLUSTER:4273,7
CANONICAL_ENTITY:ANWAR_NASHASHIBI,6
CANONICAL_ENTITY:BANI_SAKHR_TRIBE,9
CANONICAL_ENTITY:GENERAL_ABD_AL_HAKIM_AMIR,9
CANONICAL_ENTITY:GENERAL_BIZRI,4
CANONICAL_ENTITY:HAZZA_MAJALLI,21
CANONICAL_ENTITY:JORDANIAN_CABINET,6
CANONICAL_ENTITY:SOVIET_MERCHANT_SHIP_OMSK,3
CANONICAL_ENTITY:WASFI_MIRZA,5
EVENT_CLUSTER:3881,12
EVENT_CLUSTER:4284,9
CANONICAL_ENTITY:AKIRA_IWAI,12
CANONICAL_ENTITY:KAORU_OTA,3
EVENT_CLUSTER:4392,13
CANONICAL_ENTITY:AKRAM_AL_HAWRANI,45
CANONICAL_ENTITY:AMMAN,110
CANONICAL_ENTITY:DHAHRAN,22
