community_id,community_key,narrative_id,narrative_key,community_label,community_size,community_top_labels,narrative_label,num_communities,narrative_summary
432,COMMUNITY:432,7,NARRATIVE:7,Diplomatic Engagements in the Balkans,28,GREEK AMBASSADOR | YUGOSLAV VICE PRESIDENT KARDELJ | YUGOSLAV ACTING FOREIGN SECRETARY BEBLER | Conversation with US Senator Ellender | Egyptian military assistance to Syria | Kardelj's visit to Greece | Smith's appointment | Syrian complaint to the UN,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
433,COMMUNITY:433,7,NARRATIVE:7,Yugoslav Political Dynamics and Unrest,22,MILOVAN DJILAS | YUGOSLAV UNION OF COMMUNISTS | LJUBODRAG DJURIC | MORGAN PHILLIPS | EGYPTIAN EMBASSY IN DAMASCUS | Hungarian revolution | Iraqi military exercises | NATO exercises,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
434,COMMUNITY:434,7,NARRATIVE:7,Post-War Political Tensions in Bratislava,5,Complaint by Premier de Gasperi | Mass deportations from Bratislava | BRATISLAVA | DUTCH FOREIGN OFFICE [CZECHOSLOVAKIA / BRATISLAVA] | PETRZALKA,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
435,COMMUNITY:435,7,NARRATIVE:7,Geopolitical Tensions in Izmir,16,CANNON [CENTRAL] | IZMIR | Berlin conference | Greek proposal for defense pact | BRITISH OFFICIALS [STEPHANOPOULOS / BULGARIA] | USSR [STEPHANOPOULOS / BULGARIA] | Anti-Greek demonstrations planned | Demarche to Turkish government,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
436,COMMUNITY:436,7,NARRATIVE:7,British and Soviet Military Dynamics,6,BRITISH THIRD INFANTRY DIVISION | USSR [MONDE / YUGOSLAVIA] | Suspension of British Military Plans | Yugoslav Officials Discuss Differences with USSR | LE MONDE [YUGOSLAVIA / KHRUSHCHEV] | French-British Talks,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
437,COMMUNITY:437,7,NARRATIVE:7,Leadership Dynamics in Cold War Contexts,42,MARSHAL TITO | SYRIAN CHIEF OF STAFF | US MINISTER IN BEIRUT | Drought in Yugoslavia | East German recruiting drive | Request for tanks | VALKOV | LEBANESE PARLIAMENTARY LEADER,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
438,COMMUNITY:438,7,NARRATIVE:7,Political Dynamics in Post-War Yugoslavia,39,DJILAS | SCELBA | PICCIONI | Assignment of Soviet advisers | French reservations on negotiations | Italian cabinet crisis | Purge of Djilas | RIDDLEBERGER,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
439,COMMUNITY:439,7,NARRATIVE:7,East Asia Political Dynamics,7,CHINESE COMMUNIST AGENCY | USSR [BRITAIN / YUGOSLAVIA] [413F] | Concerns over Japanese fishing ban | Anti-government demonstrations | Avoidance of UN committees | Denial of troop depredations | Distribution of new MIG,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
440,COMMUNITY:440,7,NARRATIVE:7,Political Movements in Cold War Europe,12,MOSLEM BROTHERHOOD [SEAP / CZECHOSLOVAKIA] | CHINESE COMMUNIST ARMY [ITALY / WAFD] | EAST GERMAN COMMUNIST PARTY [ITALY / BROTHERHOOD] | Conversations on European security | Establishment of diplomatic relations | Food shortages in East Germany | General Nagib's presidency | Movement of Chinese Communist Army,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
441,COMMUNITY:441,7,NARRATIVE:7,NATO's Influence on Balkan Politics,9,NATO [WILOPO / YUGOSLAVIA] | INDONESIAN VICE PRESIDENT HATTA | PRIME MINISTER WILOPO | Concern over Prime Minister's contacts | Coordination of Balkan pact with NATO | Plans for build-up of Vietnam National Army | CONSTITUTIONAL UNION PARTY | Conditional support of Balkan pact,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
442,COMMUNITY:442,7,NARRATIVE:7,Geopolitical Tensions in Post-War Europe,9,Suspension of overflight rights | GERMAN REPUBLIC | Increase in coal prices | US EMBASSY BELGRADE [ITALY / YUGOSLAVIA] | CZECHOSLOVAK STATE AIRLINES | FOREIGN OFFICE [RUHR / OATIS] | GERMAN TRADE UNION FEDERATION | Italian concessions on Trieste,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
443,COMMUNITY:443,7,NARRATIVE:7,Cold War Relations in East Germany,5,EAST GERMAN NATIONAL FRONT | GEHLEN ORGANIZATION | Normalization of relations | Publication of pamphlet | Storage of flood relief shipments,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
444,COMMUNITY:444,7,NARRATIVE:7,Military Collaborations in North Africa,6,ENGINEER CORPS OF THE EGYPTIAN ARMY | GERMAN ARMY | British Cabinet decision on Farouk | Recruitment of German demolition experts | TUNISIAN NATIONALISTS [ITALY / FAROUK] | Tito's proposal for Trieste,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
445,COMMUNITY:445,7,NARRATIVE:7,Yugoslav-Greek Diplomatic Dynamics,14,Improvement of Yugoslav-Greek Relations | Labor Leaders' Attitude Toward Pinay | GREEK CABINET | EPEK PARTY | FRENCH OFFICIALS [YUGOSLAVIA / GREECE] | INDONESIAN DEFENSE MINISTER | USSR [YUGOSLAVIA / GREECE] | VIET MINH [YUGOSLAVIA / GREECE],Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
446,COMMUNITY:446,7,NARRATIVE:7,Yugoslav-Soviet Trade Negotiations,17,Vote on German rearmament | SOVIET TRADE DELEGATION | Meeting between Soviet trade delegation and Yugoslav officials | NATIONAL ASSEMBLY [YUGOSLAVIA / MURPHY] | Negotiation on wheat exchange | Tito's concession on Trieste | Tito's speech | UNDER SECRETARY OF STATE MURPHY,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
447,COMMUNITY:447,7,NARRATIVE:7,Political Turmoil in Middle Eastern Leadership,8,Assassination of Riad al-Solh | Protest by Yugoslav Government | REGENT OF IRAQ | FORMER MUFTI | KING OF JORDAN | RIAD AL SOLH | ITALIAN GOVERNMENT [TALLAL / RIAD] | US GOVERNMENT [TALLAL / RIAD],Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
448,COMMUNITY:448,7,NARRATIVE:7,Influence of PRICA on Yugoslav Politics,9,PRICA | FRENCH PRESS | U Nu's trip to Peiping | Yugoslav leaders' reassessment | Creation of Situation Discussion Council | Khrushchev's visit to Yugoslavia | National Assembly debate | UNU [IRAUSQUIN / ROBERTS],Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
449,COMMUNITY:449,7,NARRATIVE:7,Evacuation Operations in Regional Context,4,Evacuation Mission | GENERAL DAWEE | Greek-EEC Association Agreement | YUNNAN GENERAL TUAN,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
450,COMMUNITY:450,7,NARRATIVE:7,Czechoslovak-Soviet Economic Relations,8,Czechoslovak-Soviet trade agreement | Financial difficulties in Egypt | MAJLIS [CZECHOSLOVAKIA / GREGOR] | GREGOR | Mossadeq's statement | NATIONAL FRONT [CZECHOSLOVAKIA / MAJLIS] | TRIESTE ZONE B | Yugoslavia's threat of annexation,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
451,COMMUNITY:451,7,NARRATIVE:7,Cold War Diplomatic Strategies,5,Molotov speech | US policy shift recommendation | ISRAELIS | US POLITICAL ADVISER | USSR [ISRAELIS / ITALY],Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
452,COMMUNITY:452,7,NARRATIVE:7,Cold War Pharmaceutical Diplomacy,6,COCOM meeting on pharmaceuticals | JAMES RESTON | KOREAN WAR | Stalin-Reston exchange | Sudan discussions | USSR [STALIN / RESTON],Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
453,COMMUNITY:453,7,NARRATIVE:7,Albanian Internal Conflicts and Soviet Interests,5,Internal strife in Albania | Soviet interest in molybdenum deposits | KNABEN | USSR [KNABEN / DEDIJER] | VLADIMIR DEDIJER,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
454,COMMUNITY:454,7,NARRATIVE:7,US Diplomatic Engagements in Yugoslavia,5,MUDIE | US DEPARTMENT OF STATE [MUDIE / MALCOLM] | Interview with US Minister Heath | US Ambassador Key's communication | Yugoslav aid talks,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
455,COMMUNITY:455,7,NARRATIVE:7,Geopolitical Maneuvering in Eastern Europe,5,NAGIB REGIME [CZECHOSLOVAKIA / KOPRULU] | TURKISH FOREIGN MINISTER KOPRULU | Barter agreement between Egypt and Soviet Union | Negotiation on West German-Israeli restitution agreement | Support for Yugoslav NATO membership,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
456,COMMUNITY:456,7,NARRATIVE:7,Soviet-Chinese Border Dynamics,5,Soviet trade negotiations | Warning to Chinese pilots | NORTHEAST CHINA | SINO SOVIET BORDER | SOVIET MANCHURIAN BORDER,Geopolitical Dynamics in Southeastern Europe,64,Exploring the complex diplomatic relationships and political developments in Southeastern Europe during the 20th century.
457,COMMUNITY:457,8,NARRATIVE:8,Political Dynamics in Post-War Western Europe,16,ADENAUER GOVERNMENT [0698] | WESTERN EUROPEAN UNION | BONN [KRISHNA / WEU] | Opinion poll | AMERICAN OFFICIALS [GERMAN / PRISONERS] | Request to WEU | Shooting incidents | Soviet campaign against West German armament policy,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
458,COMMUNITY:458,8,NARRATIVE:8,Post-War European Political Dynamics,36,ADENAUER | ERHARD | BRANDT | MACMILLAN | ALGERIAN REBELS [GERMANY / LENNOX] | USSR [GERMANY / ERHARD] | French Military Measures | Khrushchev's Offer,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
459,COMMUNITY:459,8,NARRATIVE:8,Nenni Socialists and Italian Political Dynamics,32,NENNI SOCIALISTS [WALMSLEY / TURKEY] | NENNI | ITALIAN CHRISTIAN DEMOCRATIC PARTY | NATO exercises participation | Nenni's trip | Next Geneva meeting | Personal apology from Menderes | Riots in Istanbul and Izmir,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
460,COMMUNITY:460,8,NARRATIVE:8,Political Arrests in Portuguese Governance,8,Arrest of officers | ADMIRAL QUINTAO MEIRELES | NATIONAL CIVIC ORGANIZATION | PORTUGUESE SECURITY POLICE | PRESIDENT GRAVEIRO LOPES | EAST GERMAN GOVERNMENT [GRAVEIRO / QUINTAO] | SALAZAR GOVERNMENT | SOCIAL DEMOCRATS [GRAVEIRO / QUINTAO],Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
461,COMMUNITY:461,8,NARRATIVE:8,Labor Political Movements and Negotiations,41,SOCIAL DEMOCRATIC PARTY | ICELANDIC FEDERATION OF LABOR | AGRARIAN PARTY [YUGOSLAVIA / FINLAND] | AFGHAN FOREIGN MINISTRY [STANVAC / CALTEX] | Diplomatic exchanges negotiation | BURMAH SHELL | Bundestag debate | Meeting on petroleum aid,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
462,COMMUNITY:462,8,NARRATIVE:8,Falangist Leadership Changes in Spain,9,Cabinet shakeup announcement | FALANGIST ORGANIZATION | JOSE ANTONIO DE GIRON | AGUSTIN MUNOZ GRANDES | ALBERTO MARTIN ARTAJO | BLAS PEREZ GONZALEZ | BUNDESTAG [GIRON / ARTAJO] | EDUARDO GONZALEZ GALLARZA,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
463,COMMUNITY:463,8,NARRATIVE:8,Italian Political Dynamics in the 20th Century,76,CHRISTIAN DEMOCRATIC PARTY | AMINTORE FANFANI | SEGNI | GRONCHI | FANFANI | NENNI SOCIALISTS [AMINTORE / GRONCHI] | REPUBLICANS | Sicilian regional elections,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
464,COMMUNITY:464,8,NARRATIVE:8,Cold War Diplomacy and Military Strategies,19,GEORGE KENNAN | PRIME MINISTER MACMILLAN | Indonesian loan repayment suspension | West German reply to Bulganin's note | PRESIDENT HEUSS | Burmese army surrounds insurgents | Military training of Afghan officers | IRAQI SOURCES,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
465,COMMUNITY:465,8,NARRATIVE:8,Adenauer's Cold War Governance,52,CHANCELLOR ADENAUER | ALLIED HIGH COMMISSIONERS | FEDERAL REPUBLIC | Chancellor Adenauer's suggestion | SOVIET AMBASSADOR SMIRNOV | WEST GERMAN COALITION PARTIES | SOCIALIST REICH PARTY SRP | ARAB NATIONS [ARGENTINA / ADENAUER],Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
466,COMMUNITY:466,8,NARRATIVE:8,Post-War Charitable Coordination in Berlin,7,Food distribution agreement | ALLIED REPRESENTATIVES [CHARITABLE / ADENAUER] | BERLIN AUTHORITIES | WEST GERMAN AUTHORITIES | Clothing distribution suggestion | Food package mailing increase | CHARITABLE ORGANIZATIONS,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
467,COMMUNITY:467,8,NARRATIVE:8,Cold War Diplomatic Communications,7,Adenauer's request to American officials | Conciliatory message broadcast | Surrender of Luis Taruc | ALLIED WEST GERMAN RELATIONS | MAGSAYSAY ADMINISTRATION | CAO DAI [TARUC / BAO] | PHILIPPINE COMMUNIST PARTY [DAI / TARUC],Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
468,COMMUNITY:468,8,NARRATIVE:8,BIDAULT and Allied Diplomatic Efforts,53,BIDAULT | BRITISH OFFICIALS [YUGOSLAVIA / TURKEY] | FRANCOIS PONCET | AMERICAN OFFICIALS [CARLO / SCHMID] | HAGUE | OTTO STRASSER | Proposal for EDC treaty implementation | Preliminary talks,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
469,COMMUNITY:469,8,NARRATIVE:8,International Disarmament Negotiations,29,JULES MOCH | BRITISH DELEGATE | AMBASSADOR BRUCE | UN disarmament subcommittee meeting | FRENCH DELEGATE | SOCIALIST PARTY [MOCH / JULES] | AMERICAN AMBASSADOR WADSWORTH | COAL STEEL COMMUNITY,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
470,COMMUNITY:470,8,NARRATIVE:8,Diplomatic Engagements in Georgian Defense,36,AMBASSADOR CONANT | V G DEKANOZOV | GEORGIAN MVD | DEFENSE MINISTER BLANK | GENERAL SPEIDEL | USSR [STROKACH / MESHIK] | D G DEKANOZOV | Conversation with Conant,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
471,COMMUNITY:471,8,NARRATIVE:8,Cold War Diplomacy: Security Dynamics,15,DEFENSE MINISTER STRAUSS | AMERICAN EMBASSY IN BONN [RASNER / ADENAUER] | NATO annual review examination | Discussion on German reunification | Negotiation of military aid | UN troops take over security | PANKOW REGIME | SOVIET EMBASSY IN BONN,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
472,COMMUNITY:472,8,NARRATIVE:8,Political Dynamics in Post-War Germany,51,FREE DEMOCRATIC PARTY | REINHOLD MAIER | BADEN WUERTTEMBERG | BAVARIAN REFUGEE PARTY | BRITISH REPRESENTATIVES [WUERTTEMBERG / BADEN] | Treaty Ratification Discussion | Attempted coup in Bolivia | MAIER,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
473,COMMUNITY:473,8,NARRATIVE:8,Political Dynamics in Italian Labor Movements,37,Local elections | Party congress | ITALIAN GENERAL CONFEDERATION OF LABOR CGIL | NENNI SOCIALISTS [VENICE / NAPLES] | SIR EDGAR | UNITED FEDERAL PARTY | COMMUNISTS [SILVIO / MILAZZO] | Milazzo's Re-election,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
474,COMMUNITY:474,8,NARRATIVE:8,German Political Movements Post-War,52,ERICH OLLENHAUER | WEST GERMAN SOCIAL DEMOCRATIC PARTY SPD | Discussion on German national army | Soviet-Finnish trade negotiations | Court decision on EDC treaty | KURT SCHUMACHER | Bavarian Communists go underground | Establishment of air warning center,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
475,COMMUNITY:475,8,NARRATIVE:8,Saarland Negotiations and Events,28,SAAR | TEITGEN | French-German negotiations | Release of Hermann Field | Czech air exhibit participation | Saar talks | SAARLANDERS | Approval of subsidy for exports to USSR,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
476,COMMUNITY:476,8,NARRATIVE:8,Romanian Political Trials and Labor Movements,14,VASILE LUCA | TEOHARI GEORGESCU | ANA PAUKER | Trial of Ana Pauker | MIRON CONSTANTINESCU | FEDERATION OF TRADE UNIONS [TRIESTE / VASILE] | Printers' union strike | RUMANIAN COUNCIL OF MINISTERS,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
477,COMMUNITY:477,8,NARRATIVE:8,Geopolitical Dynamics of French Leadership,6,ANDRE MARIE | FRENCH PRESIDENT | British hints on Chinese Communist UN representation | Turkey considers Soviet note | USSR [MARIE / TURKEY] | USSR seeks to resume relations with Israel,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
478,COMMUNITY:478,8,NARRATIVE:8,CDU Leadership and Political Dynamics,38,CHRISTIAN DEMOCRATIC UNION CDU | HEINRICH LUEBKE | Election of Heinrich Luebke | CDU Presidential Candidate Selection | Communication from Moscow | Decision by German Party | Response from East German regime | INTERIOR MINISTER SCHROEDER,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
479,COMMUNITY:479,8,NARRATIVE:8,NATO Leadership and Communication Dynamics,22,NORTH ATLANTIC COUNCIL | LLOYD | GENERAL NORSTAD | AXEL SPRINGER | FRENCH REPRESENTATIVE | EUGEN GERSTENMAIER | CDU Bundestag faction session | Communication between Lloyd and Brentano,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
480,COMMUNITY:480,8,NARRATIVE:8,Debates and Dynamics in the Bundestag,26,BUNDESTAG [7422] | Bundestag debate | BANDA | FOREIGN AFFAIRS COMMITTEE | Alleged Communist coup | MOSCOW [ANTOINE / MALENKOV] | NORTH RHINE WESTPHALIA | CALVO RAMIREZ,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
481,COMMUNITY:481,8,NARRATIVE:8,Debates on European Defense Initiatives,31,EUROPEAN DEFENSE COMMUNITY | Discussion on European Defense Community | MAYER [60E3] | British opposition to deadline | Dutch objections to defense guarantee | Loan approval discussion | Negotiations on Saar problem | Proposed Chilean legislation,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
482,COMMUNITY:482,8,NARRATIVE:8,Indochina War Diplomatic Engagements,47,SCHUMAN | HALLSTEIN | SCHUMANN | COMBAT | Meeting of Foreign Ministers | LOUIS DOLIVET | Settlement of Indochina war | National Assembly reconvenes,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
483,COMMUNITY:483,8,NARRATIVE:8,Post-War German Diplomatic Consultations,40,GERMANY | Conference | KONRAD ADENAUER | HAROLD MACMILLAN | Consultations in Bonn | BONN [NUREMBERG / KONRAD] | Caucus unrest | Commitment for foreign aid program,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
484,COMMUNITY:484,8,NARRATIVE:8,Post-War European Governance Dynamics,40,US HIGH COMMISSIONER | COUNCIL OF EUROPE | Concessions on Saar issue | FRENCH SOCIALIST LEADER GUY MOLLET | GERMAN FEDERAL GOVERNMENT | FEDERAL REPUBLIC OF GERMANY | FRENCH HIGH COMMISSIONER | FRENCH REPRESENTATIVES,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
485,COMMUNITY:485,8,NARRATIVE:8,Christian Democratic Union Political Dynamics,48,CHRISTIAN DEMOCRATIC UNION | Bundestag Debate | ECONOMICS MINISTER ERHARD | CHRISTIAN DEMOCRATIC UNION [PoliticalGroup] | Consideration of MIG-17 purchase | MOSCOW [ZANZIBAR / TANGANYIKA] | Disarmament negotiations break off | Adenauer's nomination for presidency,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
486,COMMUNITY:486,8,NARRATIVE:8,Economic Policy and Government Decisions,8,Adenauer's economic policy initiative | Cabinet decision on Ernst | Huk raid on chrome mine | BERLINER CENTRAL BANK | DR FRIEDRICH ERNST | HUKS [FRIEDRICH / BERLINER] | PHILIPPINE ARMED FORCES | US ATTACHE IN MANILA,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
487,COMMUNITY:487,8,NARRATIVE:8,Social Democratic Party Leadership Dynamics,44,SOCIAL DEMOCRATIC PARTY SPD | HERBERT WEHNER | WILLY BRANDT | Meeting of SPD Executive Council | Appeal to General Liu Lien-i | GENERAL LIU LIEN I | BONN [WILLY / SALY] | BERLINS MAYOR BRANDT,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
488,COMMUNITY:488,8,NARRATIVE:8,Cold War Alliances in Germany,30,OLLENHAUER | SPD | WEHNER | Agreements between India and USSR | Bulganin letter to Adenauer | Danish defense budget reduction | IRBM bases disagreement | SCHMID,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
489,COMMUNITY:489,8,NARRATIVE:8,West German Political Activism,36,WEST GERMAN GOVERNMENT | Domestic propaganda campaign | Demonstration against executions | Meeting between de Gaulle and Franco | Negotiations for ship construction | Defense preparations suggestion | ISRAELI COMMUNISTS | BLANK,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
490,COMMUNITY:490,8,NARRATIVE:8,Post-WWII European Diplomatic Engagements,28,FRENCH FOREIGN MINISTER BIDAULT | WEST GERMAN CHANCELLOR ADENAUER | MINISTER PRESIDENT HOFFMAN | US HIGH COMMISSIONER CONANT | British proposal to extend NATO | Private talks on Saar boundary settlement | Defense talks | GENERAL GRUENTHER,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
491,COMMUNITY:491,8,NARRATIVE:8,Political Shifts in Republican Governance,23,STRAUSS | NOON | SCHROEDER | Appointment of new Republican government | Defections to Moslem League | QIZILBASH | RALPUR | Resignation of Ralpur,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
492,COMMUNITY:492,8,NARRATIVE:8,Political Dynamics in Post-War Italy,13,NENNI SOCIALIST PARTY | Adenauer's communication with Conant | Constitutional court decision | Local and national elections | Occupation end ceremony | Sicilian regional elections | LOWER SAXONY | SCELBA GOVERNMENT [NENNI / CONANT],Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
493,COMMUNITY:493,8,NARRATIVE:8,Political Dynamics in European Elections,39,CHRISTIAN DEMOCRATS | City Elections | SARAGAT | FREE DEMOCRATIC AND REFUGEE PARTIES | German regional elections | SOCIAL DEMOCRATS [SPAIN / SYRIAN] | Conciliatory gesture by France toward Spain | Resolution of protest by Syrian parliament,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
494,COMMUNITY:494,8,NARRATIVE:8,Bonn Cabinet Dynamics and Leadership,38,BRENTANO | BONN [E1DC] | ETZEL | LUDWIG ERHARD | Cabinet Meeting | HILGER VAN SCHERPENBERG | FOREIGN MINISTER VON BRENTANO | BUNDESTAG [ETZEL / ERHARD],Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
495,COMMUNITY:495,8,NARRATIVE:8,Yugoslav Social Democratic Engagements,35,SOCIAL DEMOCRATS [ZVI / YUGOSLAVIA] | BUNDESRAT [TUDEH / NACIONALISTA] | Bundesrat meeting declaration | Consultation with representatives | Visit to the United States | BUNDESTAG [DEMOCRATS / WILDERMUTH] | HEINRICH VON BRENTANO | EBERHARD WILDERMUTH,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
496,COMMUNITY:496,8,NARRATIVE:8,Political Maneuvering in Post-War Europe,16,CARLO SCHMID | Postponement of Bonn-Paris treaties | BORIS POPOV | COMMUNIST PERONISTA | Expulsion of Bulgarian Minister | Control of Disturbances | Military Takeover Planning | Release of Monitored Messages,Post-War Political Dynamics in Europe,50,"This narrative explores the complex political developments in Europe following World War II, focusing on governance, diplomacy, and party dynamics."
