alias,canonical_label,notes,source,review_status,final_score
HOA HAO SECT,HOA HAO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7512
POLISH PARTY,POLISH COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7512
TUNISIAN NEO-DESTOUR,NEO-DESTOUR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7511
AMERICAN AMBASSADOR PEURIFOY,AMBASSADOR PEURIFOY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7508
AMERICAN EMBASSY IN LONDON,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7506
DEFENSE MINISTER,MINISTER OF DEFENSE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7505
LAOTIAN DEFENSE MINISTRY,LAOTIAN MINISTRY OF DEFENSE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7505
ANTOINE GIZENGA,GIZENGA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7504
FRENCH PREMIER PLEVEN,PREMIER PLEVEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7503
SOMALILAND,BRITISH SOMALILAND,lexical_context_similarity,stage_a1_auto,accept_openai,0.7495
NATIONAL REVOLUTIONARY MOVEMENT (MNR),NATIONALIST REVOLUTIONARY MOVEMENT (MNR),lexical_context_similarity,stage_a1_auto,accept_openai,0.7492
SYRIAN PRESIDENT QUWATLI,QUWATLI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7492
ITALIAN PRESIDENT GRONCHI,GRONCHI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7488
EAST GERMAN SECRET POLICE,EAST GERMAN POLICE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7487
MEDITERRANEAN SEA,MEDITERRANEAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7487
XIENG KHOUANG PROVINCES,XIENG KHOUANG,lexical_context_similarity,stage_a1_auto,accept_openai,0.7487
STEFAN CARDINAL WYSZYNSKI,CARDINAL WYSZYNSKI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7485
VENEZUELAN JUNTA,VENEZUELAN GOVERNING JUNTA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7484
AMERICAN AMBASSADOR HARE,AMBASSADOR HARE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7483
MAPAI PARTY,MAPAI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7483
US HIGH COMMISSIONER CONANT,US HIGH COMMISSIONER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7482
BIZERTE BASE,BIZERTE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7481
NEO LAO HAK ZAT,NEO LAO HAK SAT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7481
ALGERIAN PROVISIONAL GOVERNMENT (PAG),ALGERIAN PROVISIONAL GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7478
OSCAR OSORIO,OSORIO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7478
BRITISH HIGH COMMISSIONER GURNEY,BRITISH HIGH COMMISSIONER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7476
ISRAELI ARMED FORCES,ISRAELI FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7476
PRESIDENT VILLEDA,RAMON VILLEDA MORALES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7476
EGYPTIAN ARMED FORCES,EGYPTIAN FORCES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7475
JAWDAT,ALI JAWDAT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7475
EGYPTIAN PRIME MINISTER ALI MAHER,PRIME MINISTER ALI MAHER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7474
BERLIN COMMANDANTS,BRITISH BERLIN COMMANDANTS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7473
MENDEZ FLEITAS,EPIFANIO MENDEZ FLEITAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7473
IRAQI PETROLEUM COMPANY,IRAQ PETROLEUM COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7472
PRIME MINISTER VENIZELOS,GREEK PRIME MINISTER VENIZELOS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7471
CAPTAIN LE,KONG LE,lexical_context_similarity,stage_a1_auto,accept_openai,0.747
EAST GERMAN PARTY,EAST GERMAN COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7468
MAJ. GEN. PAK CHONG-HUI,PAK CHONG-HUI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7468
AFGHAN DEFENSE MINISTRY,AFGHAN MINISTRY OF DEFENSE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7466
CHILEAN PRESIDENT IBANEZ,IBANEZ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7465
FELIX HOUPHOUET-BOIGNY,HOUPHOUET-BOIGNY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7465
COLONEL ROGER TRINQUIER,COLONEL TRINQUIER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7464
GUATEMALAN PRESIDENT ARBENZ,PRESIDENT ARBENZ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7464
BERLIN MAYOR BRANDT,WILLY BRANDT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7463
ITALIAN AMBASSADOR TO FRANCE,ITALIAN AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7463
ABAKO,ABAKO PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7462
EGYPTIAN MINISTER,EGYPTIAN FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7462
GUATEMALAN PRESIDENT YDIGORAS,YDIGORAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7462
KAMINA BASE,KAMINA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7459
1954 GENEVA CONFERENCE,GENEVA CONFERENCE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7456
BELGIAN MINISTER FOR THE CONGO DE SCHRIJVER,CONGO MINISTER DE SCHRIJVER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7456
CHINESE COMMUNIST 12TH ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7455
BERLIN SOCIALIST UNITY PARTY,SOCIALIST UNITY PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7454
JORDANS NATIONAL GUARD,JORDANIAN NATIONAL GUARD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7454
FOREIGN MINISTER RAPACKI,POLISH FOREIGN MINISTER RAPACKI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7453
AMERICAN CONSUL GENERAL IN TUNIS,AMERICAN CONSUL GENERAL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7452
COMMUNIST-FRONT EDA,COMMUNIST-FRONT EDA PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7451
GOVERNOR GENERAL GOONETILLEKE,GOONETILLEKE,lexical_context_similarity,stage_a1_auto,accept_openai,0.745
CHEN,CHEN I,lexical_context_similarity,stage_a1_auto,accept_openai,0.7447
E. M. S. NAMBOODIRIPAD,NAMBOODIRIPAD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7444
CHANCELLOR ADENAUER,ADENAUER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7443
CHRISTIAN DEMOCRATIC UNION (CDU/CSU),CHRISTIAN DEMOCRATIC UNION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7441
PANAMANIAN FOREIGN MINISTER GUIZADO,PANAMANIAN FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7439
CONFEDERATION OF CUBAN WORKERS (CTC),CUBAN WORKERS CONFEDERATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7438
PHOU KHOUN JUNCTION,PHOU KHOUN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7436
TURKISH PREMIER MENDERES,MENDERES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7436
ENGINEERING DIRECTORATE,SOVIET ENGINEERING DIRECTORATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7433
LT. GEN. YI CHONG-CHAN,YI CHONG-CHAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7433
GREAT BRITAIN,BRITAIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7431
BRITISH TRAWLERS FEDERATION,BRITISH TRAWLER FEDERATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.743
MALAYAN PRIME MINISTER RAHMAN,MALAYAN PRIME MINISTER ABDUL RAHMAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.743
THIRD INFANTRY DIVISION,BRITISH THIRD INFANTRY DIVISION,lexical_context_similarity,stage_a1_auto,accept_openai,0.743
TSHOMBÉS KATANGA GOVERNMENT,TSHOMBÉS GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.743
AMERICAN EMBASSY IN CAIRO,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7429
EASTERN ADEN PROTECTORATE,ADEN PROTECTORATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7429
NICARAGUAN PRESIDENT SOMOZA,SOMOZA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7429
INTERNATIONAL COURT,INTERNATIONAL COURT OF JUSTICE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7428
TOMAS ROMERO PEREIRA,ROMERO PEREIRA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7427
CZECH PREMIER SIROKY,SIROKY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7426
FRENCH DEFENSE MINISTRY,FRENCH MINISTRY OF DEFENSE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7426
AMBASSADOR JERNEGAN,AMERICAN AMBASSADOR JERNEGAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7422
GENERAL PAUL ELY,GENERAL ELY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7419
MBOYA,TOM MBOYA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7415
UN TRUCE ORGANIZATION,UN TRUCE SUPERVISORY ORGANIZATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7414
COLONEL PORTILLO,ANIBAL PORTILLO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7412
BELGIAN MILITARY FORCES,BELGIAN MILITARY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7411
US-JAPAN SECURITY TREATY,US-JAPANESE SECURITY TREATY,lexical_context_similarity,stage_a1_auto,accept_openai,0.741
FRENCH FINANCE MINISTRY,FINANCE MINISTRY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7408
AMERICAN AMBASSADOR CAFFERY,AMBASSADOR CAFFERY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7407
AMERICAN OFFICIALS IN BONN,AMERICAN OFFICIALS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7406
BAIBAKOV,N. K. BAIBAKOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7404
CHIEF OF STAFF SHUQAYR,SYRIAN CHIEF OF STAFF SHUQAYR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7403
GENERAL FUAD SHIHAB,GENERAL SHIHAB,lexical_context_similarity,stage_a1_auto,accept_openai,0.7403
SAINTENY,JEAN SAINTENY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7403
COMMUNIST PARTY (PKI),INDONESIAN COMMUNIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7402
FOREIGN MINISTER LUNS,DUTCH FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7401
INDONESIAN FOREIGN MINISTER SUBANDRIO,INDONESIAN FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7401
CHINESE NATIONALIST MINISTRY OF NATIONAL DEFENSE,CHINESE NATIONALIST DEFENSE MINISTRY,lexical_context_similarity,stage_a1_auto,accept_openai,0.74
SOCIAL CHRISTIAN-LIBERAL PARTY,SOCIAL CHRISTIAN PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7398
AMERICAN SEVENTH FLEET,US SEVENTH FLEET,lexical_context_similarity,stage_a1_auto,accept_openai,0.7397
JAPAN RED CROSS,JAPANESE RED CROSS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7396
TRANS-ARABIAN PIPELINE COMPANY (TAPLINE),TRANS-ARABIAN PIPELINE COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7396
JUMBLATT,KAMAL JUMBLATT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7395
MIKHAILOV,N. A. MIKHAILOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7395
AMERICAN STATE DEPARTMENT,DEPARTMENT OF STATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7393
SULTAN MOHAMMED BEN ARAFA,SULTAN MOHAMED BEN ARAFA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7392
BERLINS MAYOR BRANDT,WILLY BRANDT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7391
EAST GERMAN SECURITY POLICE,EAST GERMAN POLICE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7391
FRENCH COMMAND,FRENCH HIGH COMMAND,lexical_context_similarity,stage_a1_auto,accept_openai,0.739
FRENCH FOREIGN MINISTER PINAY,FOREIGN MINISTER SCHUMAN,lexical_context_similarity,stage_a1_auto,accept_openai,0.739
SECRETARY OF THE ARMY PACE,SECRETARY OF THE ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.739
AUSTRIAN FOREIGN MINISTER,FOREIGN MINISTER GRUBER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7388
ITALIAN-ADMINISTERED TRUST TERRITORY OF SOMALIA,ITALIAN TRUST TERRITORY OF SOMALIA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7387
AFRICAN REVOLUTIONARY FRONT FOR THE INDEPENDENCE OF PORTUGUESE COLONIES IN AFRICA,AFRICAN REVOLUTIONARY FRONT FOR THE NATIONAL INDEPENDENCE OF PORTUGUESE COLONIES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7386
ANGOLAN PEOPLES UNION,ANGOLAN PEOPLES UNION (UPA),lexical_context_similarity,stage_a1_auto,accept_openai,0.7386
FORMER CHANCELLOR FIGL,CHANCELLOR FIGL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7386
BRITISH FOREIGN SECRETARY SELWYN LLOYD,FOREIGN SECRETARY EDEN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7385
ITALIAN PREMIER SCELBA,SCELBA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7385
BRAZILIAN PRESIDENT QUADROS,PRESIDENT QUADROS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7384
FIELD MARSHAL PAPAGOS,PAPAGOS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7384
GENERAL CARLOS TORANZO MONTERO,TORANZO MONTERO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7383
SHELL OIL,SHELL OIL COMPANY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7383
JAPANESE FOREIGN MINISTER KISHI,JAPANESE FOREIGN MINISTER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7382
L. P. BERIA,BERIA,lexical_context_similarity,stage_a1_auto,accept_openai,0.738
GEORG DERTINGER,DERTINGER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7379
MINISTRY FOR ASSOCIATED STATES,FRENCH MINISTRY FOR ASSOCIATED STATES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7379
ALLALE EL-FASSI,ALLAL EL-FASSI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7378
AMERICAN CONSUL IN HANOI,AMERICAN CONSUL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7377
SINO-SOVIET,SOVIET BLOC,lexical_context_similarity,stage_a1_auto,accept_openai,0.7375
CHINESE NATIONALIST GOVERNMENT,CHINESE NATIONALIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.7373
COMMUNIST TROOPS,CHINESE COMMUNIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.7373
FOREIGN MINISTER BALAFREJ,MOROCCAN FOREIGN MINISTER BALAFREJ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7372
NATIONALIST-HELD ISLANDS,WUCHIU ISLANDS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7372
AMERICAN AMBASSADOR WARREN,WARREN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7371
SCELBA COALITION GOVERNMENT,SCELBA GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.737
PRINCE SOUPHANOUVONG,SOUPHANNOUVONG,lexical_context_similarity,stage_a1_auto,accept_openai,0.7369
SECRET ARMY ORGANIZATION,ORGANIZATION OF THE SECRET ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7369
UAR NATIONAL UNION,NATIONAL UNION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7369
MATSU GROUP,MATSU ISLAND GROUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.7368
AMBASSADOR JESSUP,US AMBASSADOR JESSUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.7367
FRENCH DELEGATION AT GENEVA,FRENCH DELEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7367
MILITARY INTELLIGENCE SERVICE,MILITARY INTELLIGENCE SERVICE (SIM),lexical_context_similarity,stage_a1_auto,accept_openai,0.7367
CHINESE 8TH AIR DIVISION,CHINESE COMMUNIST 8TH AIR DIVISION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7366
SOMSANITH,TIAO SOMSANITH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7366
PRESIDENT OSORIO,OSORIO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7365
CONSUL GENERAL TYLER,AMERICAN CONSUL GENERAL TYLER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7364
SECRETARY OF STATE DULLES,SECRETARY OF STATE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7363
JAPAN SOCIALIST PARTY,JAPANESE SOCIALIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7358
NURI,NURI SAID,lexical_context_similarity,stage_a1_auto,accept_openai,0.7358
PEDRO ARAMBURU,ARAMBURU,lexical_context_similarity,stage_a1_auto,accept_openai,0.7358
FRENCH HIGH COMMISSIONER IN CAMBODIA,FRENCH HIGH COMMISSIONER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7357
BROHI,A. K. BROHI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7356
FRENCH MILITARY FORCES,FRENCH MILITARY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7356
AMERICAN EMBASSY IN TUNIS,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7355
BRITISH AMBASSADOR TO IRAN,BRITISH AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7355
VALLARINO,BOLIVAR VALLARINO,lexical_context_similarity,stage_a1_auto,accept_openai,0.7355
JOINT DISTRIBUTION COMMITTEE,AMERICAN JOINT DISTRIBUTION COMMITTEE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7354
CHANCELLOR JULIUS RAAB,CHANCELLOR RAAB,lexical_context_similarity,stage_a1_auto,accept_openai,0.7352
MATSU ISLAND,MATSU ISLAND GROUP,lexical_context_similarity,stage_a1_auto,accept_openai,0.7351
BURAIMI AREA,BURAIMI,lexical_context_similarity,stage_a1_auto,accept_openai,0.735
CHAUDRY MOHAMMAD ALI,MOHAMMAD ALI,lexical_context_similarity,stage_a1_auto,accept_openai,0.735
GENERAL GEORGE GRIVAS,GENERAL GRIVAS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7348
JORDAN NATIONAL GUARD,JORDANIAN NATIONAL GUARD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7347
AMBASSADOR JOXE,FRENCH AMBASSADOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7346
FEDERAL PRESIDENT HEUSS,PRESIDENT HEUSS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7346
CHINESE RED CROSS,COMMUNIST CHINESE RED CROSS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7344
CHINESE COMMUNIST 22ND ARMY,CHINESE COMMUNIST ARMY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7342
NORTH VIETNAMESE COMMANDERS,NORTH VIETNAMESE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7342
SOVIET MINISTRY OF FOREIGN AFFAIRS,SOVIET FOREIGN MINISTRY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7341
TRADE UNION CONGRESS,TRADES UNION CONGRESS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7341
GUEVARA,CHE GUEVARA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7339
PRESIDENT TSHOMBE,KATANGAN PRESIDENT TSHOMBE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7339
EUROPEAN SETTLERS IN ALGERIA,EUROPEAN SETTLERS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7338
GHANAIAN PRIME MINISTER NKRUMAH,PRIME MINISTER NKRUMAH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7338
HABOMAI AND SHIKOTAN ISLANDS,HABOMAI ISLANDS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7337
AMERICAN EMBASSY IN MOSCOW,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7334
LEBANESE PRESIDENT,LEBANSE PRESIDENT CHAMOUN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7334
PRESIDENT-ELECT EISENHOWER,EISENHOWER,lexical_context_similarity,stage_a1_auto,accept_openai,0.7334
SOCIALIST UNITY (COMMUNIST) PARTY,SOCIALIST UNITY PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7334
MULLAH MUSTAFA BARZANI,MULLA MUSTAFA BARZANI,lexical_context_similarity,stage_a1_auto,accept_openai,0.7333
CHONG,HO CHONG,lexical_context_similarity,stage_a1_auto,accept_openai,0.7332
ADEN ABDULLAH OSMAN,ADEN ABDULLAH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7331
ITALIAN GENERAL CONFEDERATION OF LABOR (CGIL),ITALIAN GENERAL LABOR CONFEDERATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7331
LT. COL. GINTINGS,LT. COL. GINTING,lexical_context_similarity,stage_a1_auto,accept_openai,0.7331
GENERAL CEMAL GURSEL,GENERAL GURSEL,lexical_context_similarity,stage_a1_auto,accept_openai,0.733
KATANGA PROVINCE,KATANGA,lexical_context_similarity,stage_a1_auto,accept_openai,0.733
ALI NUWAR,NUWAR,lexical_context_similarity,stage_a1_auto,accept_openai,0.7329
BELGIAN PREMIER EYSKENS,EYSKENS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7329
IL-14,SOVIET IL-14,lexical_context_similarity,stage_a1_auto,accept_openai,0.7329
PRAJA PARISHAD,PRAJA PARISHAD PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7329
AMERICAN CHARGÉ WEIL,AMERICAN CHARGÉ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7328
ECA MISSION TO FRANCE,ECA MISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7327
MIXED ARMISTICE COMMISSIONS,MIXED ARMISTICE COMMISSION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7324
ROBERT LACOSTE,LACOSTE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7324
TUDEH PARTY,TUDEH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7324
UNITED STATES OF AMERICA,UNITED STATES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7324
SABUROV,M. Z. SABUROV,lexical_context_similarity,stage_a1_auto,accept_openai,0.7322
BAYAR-MENDERES GOVERNMENT,MENDERES GOVERNMENT,lexical_context_similarity,stage_a1_auto,accept_openai,0.7321
IRANIAN MAJLIS,MAJLIS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7321
AMERICAN MILITARY OFFICIALS,AMERICAN OFFICIALS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7319
TURKISH PRIME MINISTER,PRIME MINISTER MENDERES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7318
FRENCH SECURITY OFFICIALS,FRENCH OFFICIALS,lexical_context_similarity,stage_a1_auto,accept_openai,0.7317
PARIS EMBASSY,AMERICAN EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7317
NEHRUS CONGRESS PARTY,CONGRESS PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7315
SOVIET DELEGATES,SOVIET DELEGATION,lexical_context_similarity,stage_a1_auto,accept_openai,0.7315
VENEZUELAN PRESIDENT PEREZ,PRESIDENT PEREZ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7315
VICE PRESIDENT KARDELJ,YUGOSLAV VICE PRESIDENT KARDELJ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7315
GENERAL MOHAMMED AYUB KHAN,AYUB,lexical_context_similarity,stage_a1_auto,accept_openai,0.7314
BURMESE PREMIER,PREMIER NU,lexical_context_similarity,stage_a1_auto,accept_openai,0.7312
UNIONIST PARTY,NATIONAL UNIONIST PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7312
DANGE,S. A. DANGE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7311
MOISE TSHOMBÉ,TSHOMBÉ,lexical_context_similarity,stage_a1_auto,accept_openai,0.7311
BAGIROV,M. D. BAGIROV,lexical_context_similarity,stage_a1_auto,accept_openai,0.731
KOZLOV,FROL KOZLOV,lexical_context_similarity,stage_a1_auto,accept_openai,0.731
COLONEL ELFEGO MONZON,COLONEL MONZON,lexical_context_similarity,stage_a1_auto,accept_openai,0.7308
ALLIANCE,ALLIANCE PARTY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7307
ASSEMBLY,FRENCH NATIONAL ASSEMBLY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7306
SHARM AL SHAIKH,SHARM EL SHEIKH,lexical_context_similarity,stage_a1_auto,accept_openai,0.7305
GUDMUNDUR I. GUDMUNDSSON,GUDMUNDSSON,lexical_context_similarity,stage_a1_auto,accept_openai,0.7304
LECHIN,JUAN LECHIN,lexical_context_similarity,stage_a1_auto,accept_openai,0.7304
BRITISH EMBASSY IN CAIRO,BRITISH EMBASSY,lexical_context_similarity,stage_a1_auto,accept_openai,0.7302
VICE-CONSUL,FRENCH VICE-CONSUL,lexical_context_similarity,stage_a1_auto,accept_openai,0.7302
DE GAULLES RALLY OF THE FRENCH PEOPLE,RALLY OF THE FRENCH PEOPLE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7301
EL AUJA ZONE,EL AUJA,lexical_context_similarity,stage_a1_auto,accept_openai,0.7301
FRENCH MINISTRY OF INTERIOR,MINISTRY OF INTERIOR,lexical_context_similarity,stage_a1_auto,accept_openai,0.73
GENERAL CEMAL MADANOGLU,GENERAL MADANOGLU,lexical_context_similarity,stage_a1_auto,accept_openai,0.7299
PLAIN DES JARRES,PLAINE DES JARRES,lexical_context_similarity,stage_a1_auto,accept_openai,0.7299
CHINESE NATIONALIST TROOPS,CHINESE NATIONALIST,lexical_context_similarity,stage_a1_auto,accept_openai,0.7298
REYNAUD,PAUL REYNAUD,lexical_context_similarity,stage_a1_auto,accept_openai,0.7298
TAIPEIS MINISTRY OF NATIONAL DEFENSE,MINISTRY OF NATIONAL DEFENSE,lexical_context_similarity,stage_a1_auto,accept_openai,0.7298
